offset,opcode,detection
2332,2332: SLOAD,Store read after unsafe call
2339,2339: SSTORE,Store write after unsafe call
2437,2437: SLOAD,Store read after unsafe call
2444,2444: SSTORE,Store write after unsafe call
2768,2768: SLOAD,Store read after unsafe call
2775,2775: SSTORE,Store write after unsafe call
3409,3409: SLOAD,Store read after unsafe call
3455,3455: SLOAD,Store read after unsafe call
3538,3538: SSTORE,Store write after unsafe call
3631,3631: SLOAD,Store read after unsafe call
3734,3734: SSTORE,Store write after unsafe call
3800,3800: SLOAD,Store read after unsafe call
3846,3846: SLOAD,Store read after unsafe call
3929,3929: SSTORE,Store write after unsafe call
4022,4022: SLOAD,Store read after unsafe call
4121,4121: SSTORE,Store write after unsafe call
4214,4214: SLOAD,Store read after unsafe call
4371,4371: SSTORE,Store write after unsafe call
4527,4527: SLOAD,Store read after unsafe call
4668,4668: SSTORE,Store write after unsafe call
4933,4933: SLOAD,Store read after unsafe call
5074,5074: SSTORE,Store write after unsafe call
5220,5220: SLOAD,Store read after unsafe call
5361,5361: SSTORE,Store write after unsafe call
5625,5625: SLOAD,Store read after unsafe call
5632,5632: SSTORE,Store write after unsafe call
6123,6123: SLOAD,Store read after unsafe call
6280,6280: SSTORE,Store write after unsafe call
6391,6391: SLOAD,Store read after unsafe call
6405,6405: SSTORE,Store write after unsafe call
6550,6550: SLOAD,Store read after unsafe call
6691,6691: SSTORE,Store write after unsafe call
7016,7016: SLOAD,Store read after unsafe call
7023,7023: SSTORE,Store write after unsafe call
7116,7116: SLOAD,Store read after unsafe call
7269,7269: SSTORE,Store write after unsafe call
7434,7434: SLOAD,Store read after unsafe call
7448,7448: SSTORE,Store write after unsafe call
7712,7712: SLOAD,Store read after unsafe call
7719,7719: SSTORE,Store write after unsafe call
7786,7786: SLOAD,Store read after unsafe call
7886,7886: SLOAD,Store read after unsafe call
7969,7969: SSTORE,Store write after unsafe call
8110,8110: SLOAD,Store read after unsafe call
8301,8301: SLOAD,Store read after unsafe call
8458,8458: SSTORE,Store write after unsafe call
8782,8782: SLOAD,Store read after unsafe call
8796,8796: SSTORE,Store write after unsafe call
8862,8862: SLOAD,Store read after unsafe call
8908,8908: SLOAD,Store read after unsafe call
8991,8991: SSTORE,Store write after unsafe call
9323,9323: SLOAD,Store read after unsafe call
9368,9368: SLOAD,Store read after unsafe call
9451,9451: SSTORE,Store write after unsafe call
9572,9572: SLOAD,Store read after unsafe call
9579,9579: SSTORE,Store write after unsafe call
