offset,opcode,detection
5655,5655: SLOAD,Store read after unsafe call
5752,5752: SSTORE,Store write after unsafe call
6741,6741: SLOAD,Store read after unsafe call
6748,6748: SSTORE,Store write after unsafe call
6846,6846: SLOAD,Store read after unsafe call
6853,6853: SSTORE,Store write after unsafe call
6988,6988: SLOAD,Store read after unsafe call
6995,6995: SSTORE,Store write after unsafe call
7205,7205: SLOAD,Store read after unsafe call
7212,7212: SSTORE,Store write after unsafe call
9152,9152: SSTORE,Store write after unsafe call
9387,9387: SLOAD,Store read after unsafe call
9969,9969: SLOAD,Store read after unsafe call
10110,10110: SSTORE,Store write after unsafe call
10273,10273: SLOAD,Store read after unsafe call
10477,10477: SLOAD,Store read after unsafe call
10523,10523: SLOAD,Store read after unsafe call
10606,10606: SSTORE,Store write after unsafe call
10879,10879: SLOAD,Store read after unsafe call
10982,10982: SSTORE,Store write after unsafe call
11048,11048: SLOAD,Store read after unsafe call
11094,11094: SLOAD,Store read after unsafe call
11177,11177: SSTORE,Store write after unsafe call
11307,11307: SLOAD,Store read after unsafe call
11406,11406: SSTORE,Store write after unsafe call
11521,11521: SLOAD,Store read after unsafe call
11535,11535: SSTORE,Store write after unsafe call
11858,11858: SLOAD,Store read after unsafe call
12015,12015: SSTORE,Store write after unsafe call
12109,12109: SLOAD,Store read after unsafe call
12212,12212: SSTORE,Store write after unsafe call
12960,12960: SLOAD,Store read after unsafe call
13101,13101: SSTORE,Store write after unsafe call
13247,13247: SLOAD,Store read after unsafe call
13388,13388: SSTORE,Store write after unsafe call
13534,13534: SLOAD,Store read after unsafe call
13675,13675: SSTORE,Store write after unsafe call
13939,13939: SLOAD,Store read after unsafe call
13946,13946: SSTORE,Store write after unsafe call
14078,14078: SLOAD,Store read after unsafe call
14235,14235: SSTORE,Store write after unsafe call
14346,14346: SLOAD,Store read after unsafe call
14360,14360: SSTORE,Store write after unsafe call
14452,14452: SLOAD,Store read after unsafe call
14605,14605: SSTORE,Store write after unsafe call
14752,14752: SLOAD,Store read after unsafe call
14893,14893: SSTORE,Store write after unsafe call
15493,15493: SSTORE,Store write after unsafe call
15851,15851: SLOAD,Store read after unsafe call
16199,16199: SLOAD,Store read after unsafe call
16206,16206: SSTORE,Store write after unsafe call
16299,16299: SLOAD,Store read after unsafe call
16452,16452: SSTORE,Store write after unsafe call
16617,16617: SLOAD,Store read after unsafe call
16631,16631: SSTORE,Store write after unsafe call
16895,16895: SLOAD,Store read after unsafe call
16902,16902: SSTORE,Store write after unsafe call
17049,17049: SLOAD,Store read after unsafe call
17190,17190: SSTORE,Store write after unsafe call
17288,17288: SLOAD,Store read after unsafe call
17295,17295: SSTORE,Store write after unsafe call
17360,17360: SLOAD,Store read after unsafe call
17460,17460: SLOAD,Store read after unsafe call
17543,17543: SSTORE,Store write after unsafe call
17841,17841: SLOAD,Store read after unsafe call
17998,17998: SSTORE,Store write after unsafe call
18209,18209: SLOAD,Store read after unsafe call
18216,18216: SSTORE,Store write after unsafe call
18656,18656: SSTORE,Store write after unsafe call
18820,18820: SLOAD,Store read after unsafe call
19066,19066: SLOAD,Store read after unsafe call
19080,19080: SSTORE,Store write after unsafe call
19146,19146: SLOAD,Store read after unsafe call
19192,19192: SLOAD,Store read after unsafe call
19275,19275: SSTORE,Store write after unsafe call
19367,19367: SLOAD,Store read after unsafe call
19520,19520: SSTORE,Store write after unsafe call
19955,19955: SLOAD,Store read after unsafe call
20045,20045: SSTORE,Store write after unsafe call
20123,20123: SLOAD,Store read after unsafe call
20340,20340: SLOAD,Store read after unsafe call
20354,20354: SSTORE,Store write after unsafe call
21186,21186: SLOAD,Store read after unsafe call
21291,21291: SLOAD,Store read after unsafe call
21398,21398: SLOAD,Store read after unsafe call
21444,21444: SLOAD,Store read after unsafe call
21527,21527: SSTORE,Store write after unsafe call
21625,21625: SLOAD,Store read after unsafe call
21632,21632: SSTORE,Store write after unsafe call
21780,21780: SLOAD,Store read after unsafe call
21934,21934: SLOAD,Store read after unsafe call
22075,22075: SSTORE,Store write after unsafe call
22223,22223: SLOAD,Store read after unsafe call
22364,22364: SSTORE,Store write after unsafe call
22528,22528: SLOAD,Store read after unsafe call
22613,22613: SLOAD,Store read after unsafe call
22703,22703: SSTORE,Store write after unsafe call
22860,22860: SLOAD,Store read after unsafe call
23001,23001: SSTORE,Store write after unsafe call
23158,23158: SLOAD,Store read after unsafe call
23299,23299: SSTORE,Store write after unsafe call
