offset,opcode,detection
4527,4527: SSTORE,Store write after unsafe call
4534,4534: SLOAD,Store read after unsafe call
5320,5320: SLOAD,Store read after unsafe call
5366,5366: SLOAD,Store read after unsafe call
5449,5449: SSTORE,Store write after unsafe call
5547,5547: SLOAD,Store read after unsafe call
5554,5554: SSTORE,Store write after unsafe call
5652,5652: SLOAD,Store read after unsafe call
5659,5659: SSTORE,Store write after unsafe call
5757,5757: SLOAD,Store read after unsafe call
5764,5764: SSTORE,Store write after unsafe call
5872,5872: SLOAD,Store read after unsafe call
5879,5879: SSTORE,Store write after unsafe call
5989,5989: SLOAD,Store read after unsafe call
6003,6003: SSTORE,Store write after unsafe call
6248,6248: SLOAD,Store read after unsafe call
6255,6255: SSTORE,Store write after unsafe call
6496,6496: SLOAD,Store read after unsafe call
6595,6595: SSTORE,Store write after unsafe call
6662,6662: SLOAD,Store read after unsafe call
6708,6708: SLOAD,Store read after unsafe call
6791,6791: SSTORE,Store write after unsafe call
7084,7084: SLOAD,Store read after unsafe call
7187,7187: SSTORE,Store write after unsafe call
7291,7291: SLOAD,Store read after unsafe call
7337,7337: SLOAD,Store read after unsafe call
7420,7420: SSTORE,Store write after unsafe call
7513,7513: SLOAD,Store read after unsafe call
7612,7612: SSTORE,Store write after unsafe call
7823,7823: SLOAD,Store read after unsafe call
7830,7830: SSTORE,Store write after unsafe call
7941,7941: SLOAD,Store read after unsafe call
7955,7955: SSTORE,Store write after unsafe call
8175,8175: SLOAD,Store read after unsafe call
8332,8332: SSTORE,Store write after unsafe call
8584,8584: SLOAD,Store read after unsafe call
8687,8687: SSTORE,Store write after unsafe call
8924,8924: SLOAD,Store read after unsafe call
9065,9065: SSTORE,Store write after unsafe call
9211,9211: SLOAD,Store read after unsafe call
9352,9352: SSTORE,Store write after unsafe call
9504,9504: SLOAD,Store read after unsafe call
9645,9645: SSTORE,Store write after unsafe call
9907,9907: SLOAD,Store read after unsafe call
9914,9914: SSTORE,Store write after unsafe call
10008,10008: SLOAD,Store read after unsafe call
10165,10165: SSTORE,Store write after unsafe call
10276,10276: SLOAD,Store read after unsafe call
10290,10290: SSTORE,Store write after unsafe call
10540,10540: SLOAD,Store read after unsafe call
10693,10693: SSTORE,Store write after unsafe call
10840,10840: SLOAD,Store read after unsafe call
10981,10981: SSTORE,Store write after unsafe call
11192,11192: SLOAD,Store read after unsafe call
11199,11199: SSTORE,Store write after unsafe call
11292,11292: SLOAD,Store read after unsafe call
11445,11445: SSTORE,Store write after unsafe call
11610,11610: SLOAD,Store read after unsafe call
11624,11624: SSTORE,Store write after unsafe call
11888,11888: SLOAD,Store read after unsafe call
11895,11895: SSTORE,Store write after unsafe call
12042,12042: SLOAD,Store read after unsafe call
12183,12183: SSTORE,Store write after unsafe call
12315,12315: SLOAD,Store read after unsafe call
12322,12322: SSTORE,Store write after unsafe call
12393,12393: SLOAD,Store read after unsafe call
12493,12493: SLOAD,Store read after unsafe call
12576,12576: SSTORE,Store write after unsafe call
12687,12687: SLOAD,Store read after unsafe call
12844,12844: SSTORE,Store write after unsafe call
13183,13183: SLOAD,Store read after unsafe call
13190,13190: SSTORE,Store write after unsafe call
13339,13339: SLOAD,Store read after unsafe call
13353,13353: SSTORE,Store write after unsafe call
13554,13554: SLOAD,Store read after unsafe call
13600,13600: SLOAD,Store read after unsafe call
13683,13683: SSTORE,Store write after unsafe call
13775,13775: SLOAD,Store read after unsafe call
13928,13928: SSTORE,Store write after unsafe call
14061,14061: SLOAD,Store read after unsafe call
14164,14164: SSTORE,Store write after unsafe call
14274,14274: SLOAD,Store read after unsafe call
14288,14288: SSTORE,Store write after unsafe call
14354,14354: SLOAD,Store read after unsafe call
14400,14400: SLOAD,Store read after unsafe call
14483,14483: SSTORE,Store write after unsafe call
14587,14587: SLOAD,Store read after unsafe call
14594,14594: SSTORE,Store write after unsafe call
