offset,opcode,detection
3264,3264: SLOAD,Store read after unsafe call
3271,3271: SSTORE,Store write after unsafe call
3369,3369: SLOAD,Store read after unsafe call
3376,3376: SSTORE,Store write after unsafe call
3484,3484: SLOAD,Store read after unsafe call
3491,3491: SSTORE,Store write after unsafe call
4904,4904: SLOAD,Store read after unsafe call
4911,4911: SSTORE,Store write after unsafe call
5566,5566: SLOAD,Store read after unsafe call
5612,5612: SLOAD,Store read after unsafe call
5695,5695: SSTORE,Store write after unsafe call
5801,5801: SLOAD,Store read after unsafe call
5904,5904: SSTORE,Store write after unsafe call
5970,5970: SLOAD,Store read after unsafe call
6016,6016: SLOAD,Store read after unsafe call
6099,6099: SSTORE,Store write after unsafe call
6192,6192: SLOAD,Store read after unsafe call
6291,6291: SSTORE,Store write after unsafe call
6384,6384: SLOAD,Store read after unsafe call
6541,6541: SSTORE,Store write after unsafe call
7182,7182: SLOAD,Store read after unsafe call
7323,7323: SSTORE,Store write after unsafe call
7469,7469: SLOAD,Store read after unsafe call
7610,7610: SSTORE,Store write after unsafe call
7756,7756: SLOAD,Store read after unsafe call
7897,7897: SSTORE,Store write after unsafe call
8161,8161: SLOAD,Store read after unsafe call
8168,8168: SSTORE,Store write after unsafe call
8343,8343: SLOAD,Store read after unsafe call
8500,8500: SSTORE,Store write after unsafe call
8611,8611: SLOAD,Store read after unsafe call
8625,8625: SSTORE,Store write after unsafe call
8932,8932: SLOAD,Store read after unsafe call
9073,9073: SSTORE,Store write after unsafe call
9284,9284: SLOAD,Store read after unsafe call
9291,9291: SSTORE,Store write after unsafe call
9384,9384: SLOAD,Store read after unsafe call
9537,9537: SSTORE,Store write after unsafe call
9702,9702: SLOAD,Store read after unsafe call
9716,9716: SSTORE,Store write after unsafe call
10545,10545: SLOAD,Store read after unsafe call
10552,10552: SSTORE,Store write after unsafe call
10697,10697: SLOAD,Store read after unsafe call
10837,10837: SSTORE,Store write after unsafe call
11615,11615: SLOAD,Store read after unsafe call
11715,11715: SLOAD,Store read after unsafe call
11798,11798: SSTORE,Store write after unsafe call
11897,11897: SLOAD,Store read after unsafe call
12054,12054: SSTORE,Store write after unsafe call
12165,12165: SLOAD,Store read after unsafe call
12179,12179: SSTORE,Store write after unsafe call
12380,12380: SLOAD,Store read after unsafe call
12426,12426: SLOAD,Store read after unsafe call
12509,12509: SSTORE,Store write after unsafe call
12601,12601: SLOAD,Store read after unsafe call
12754,12754: SSTORE,Store write after unsafe call
12866,12866: SLOAD,Store read after unsafe call
12880,12880: SSTORE,Store write after unsafe call
12946,12946: SLOAD,Store read after unsafe call
12992,12992: SLOAD,Store read after unsafe call
13075,13075: SSTORE,Store write after unsafe call
13173,13173: SLOAD,Store read after unsafe call
13180,13180: SSTORE,Store write after unsafe call
