offset,opcode,detection
2272,2272: SLOAD,Store read after unsafe call
2279,2279: SSTORE,Store write after unsafe call
2383,2383: SLOAD,Store read after unsafe call
2390,2390: SSTORE,Store write after unsafe call
3283,3283: SLOAD,Store read after unsafe call
3290,3290: SSTORE,Store write after unsafe call
3403,3403: SLOAD,Store read after unsafe call
3506,3506: SSTORE,Store write after unsafe call
3572,3572: SLOAD,Store read after unsafe call
3618,3618: SLOAD,Store read after unsafe call
3701,3701: SSTORE,Store write after unsafe call
3794,3794: SLOAD,Store read after unsafe call
3893,3893: SSTORE,Store write after unsafe call
4144,4144: SLOAD,Store read after unsafe call
4301,4301: SSTORE,Store write after unsafe call
4520,4520: SLOAD,Store read after unsafe call
4661,4661: SSTORE,Store write after unsafe call
4805,4805: SLOAD,Store read after unsafe call
4945,4945: SSTORE,Store write after unsafe call
5091,5091: SLOAD,Store read after unsafe call
5232,5232: SSTORE,Store write after unsafe call
5325,5325: SLOAD,Store read after unsafe call
5482,5482: SSTORE,Store write after unsafe call
5593,5593: SLOAD,Store read after unsafe call
5607,5607: SSTORE,Store write after unsafe call
5910,5910: SLOAD,Store read after unsafe call
6051,6051: SSTORE,Store write after unsafe call
6262,6262: SLOAD,Store read after unsafe call
6269,6269: SSTORE,Store write after unsafe call
6362,6362: SLOAD,Store read after unsafe call
6515,6515: SSTORE,Store write after unsafe call
6680,6680: SLOAD,Store read after unsafe call
6694,6694: SSTORE,Store write after unsafe call
7171,7171: SLOAD,Store read after unsafe call
7271,7271: SLOAD,Store read after unsafe call
7354,7354: SSTORE,Store write after unsafe call
7447,7447: SLOAD,Store read after unsafe call
7604,7604: SSTORE,Store write after unsafe call
7715,7715: SLOAD,Store read after unsafe call
7729,7729: SSTORE,Store write after unsafe call
7930,7930: SLOAD,Store read after unsafe call
7976,7976: SLOAD,Store read after unsafe call
8059,8059: SSTORE,Store write after unsafe call
8156,8156: SLOAD,Store read after unsafe call
8163,8163: SSTORE,Store write after unsafe call
