offset,opcode,detection
4378,4378: SLOAD,Store read after unsafe call
4385,4385: SSTORE,Store write after unsafe call
4483,4483: SLOAD,Store read after unsafe call
4490,4490: SSTORE,Store write after unsafe call
4588,4588: SLOAD,Store read after unsafe call
4595,4595: SSTORE,Store write after unsafe call
4712,4712: SLOAD,Store read after unsafe call
4719,4719: SSTORE,Store write after unsafe call
5938,5938: SLOAD,Store read after unsafe call
5952,5952: SSTORE,Store write after unsafe call
6035,6035: SLOAD,Store read after unsafe call
6307,6307: SLOAD,Store read after unsafe call
6314,6314: SSTORE,Store write after unsafe call
6407,6407: SLOAD,Store read after unsafe call
6505,6505: SSTORE,Store write after unsafe call
6578,6578: SLOAD,Store read after unsafe call
6624,6624: SLOAD,Store read after unsafe call
6707,6707: SSTORE,Store write after unsafe call
6800,6800: SLOAD,Store read after unsafe call
6899,6899: SSTORE,Store write after unsafe call
7605,7605: SLOAD,Store read after unsafe call
7619,7619: SSTORE,Store write after unsafe call
7717,7717: SLOAD,Store read after unsafe call
7874,7874: SSTORE,Store write after unsafe call
7968,7968: SLOAD,Store read after unsafe call
8071,8071: SSTORE,Store write after unsafe call
8222,8222: SLOAD,Store read after unsafe call
8363,8363: SSTORE,Store write after unsafe call
8509,8509: SLOAD,Store read after unsafe call
8650,8650: SSTORE,Store write after unsafe call
8914,8914: SLOAD,Store read after unsafe call
8921,8921: SSTORE,Store write after unsafe call
9606,9606: SLOAD,Store read after unsafe call
9620,9620: SSTORE,Store write after unsafe call
9712,9712: SLOAD,Store read after unsafe call
9865,9865: SSTORE,Store write after unsafe call
10012,10012: SLOAD,Store read after unsafe call
10153,10153: SSTORE,Store write after unsafe call
10402,10402: SLOAD,Store read after unsafe call
10409,10409: SSTORE,Store write after unsafe call
10502,10502: SLOAD,Store read after unsafe call
10655,10655: SSTORE,Store write after unsafe call
10820,10820: SLOAD,Store read after unsafe call
10834,10834: SSTORE,Store write after unsafe call
10980,10980: SLOAD,Store read after unsafe call
11121,11121: SSTORE,Store write after unsafe call
11220,11220: SLOAD,Store read after unsafe call
11227,11227: SSTORE,Store write after unsafe call
12250,12250: SLOAD,Store read after unsafe call
12407,12407: SSTORE,Store write after unsafe call
13409,13409: SLOAD,Store read after unsafe call
13416,13416: SSTORE,Store write after unsafe call
13483,13483: SLOAD,Store read after unsafe call
13529,13529: SLOAD,Store read after unsafe call
13612,13612: SSTORE,Store write after unsafe call
14483,14483: SLOAD,Store read after unsafe call
14636,14636: SSTORE,Store write after unsafe call
15113,15113: SLOAD,Store read after unsafe call
15127,15127: SSTORE,Store write after unsafe call
15193,15193: SLOAD,Store read after unsafe call
15239,15239: SLOAD,Store read after unsafe call
15322,15322: SSTORE,Store write after unsafe call
15420,15420: SLOAD,Store read after unsafe call
15427,15427: SSTORE,Store write after unsafe call
