offset,opcode,detection
2234,2234: SLOAD,Store read after unsafe call
2241,2241: SSTORE,Store write after unsafe call
2345,2345: SLOAD,Store read after unsafe call
2352,2352: SSTORE,Store write after unsafe call
2450,2450: SLOAD,Store read after unsafe call
2457,2457: SSTORE,Store write after unsafe call
2703,2703: SLOAD,Store read after unsafe call
2710,2710: SSTORE,Store write after unsafe call
2777,2777: SLOAD,Store read after unsafe call
2823,2823: SLOAD,Store read after unsafe call
2906,2906: SSTORE,Store write after unsafe call
2999,2999: SLOAD,Store read after unsafe call
3102,3102: SSTORE,Store write after unsafe call
3168,3168: SLOAD,Store read after unsafe call
3214,3214: SLOAD,Store read after unsafe call
3297,3297: SSTORE,Store write after unsafe call
3390,3390: SLOAD,Store read after unsafe call
3489,3489: SSTORE,Store write after unsafe call
3588,3588: SLOAD,Store read after unsafe call
3745,3745: SSTORE,Store write after unsafe call
4927,4927: SLOAD,Store read after unsafe call
5068,5068: SSTORE,Store write after unsafe call
5214,5214: SLOAD,Store read after unsafe call
5355,5355: SSTORE,Store write after unsafe call
5499,5499: SLOAD,Store read after unsafe call
5639,5639: SSTORE,Store write after unsafe call
5903,5903: SLOAD,Store read after unsafe call
5910,5910: SSTORE,Store write after unsafe call
6042,6042: SLOAD,Store read after unsafe call
6199,6199: SSTORE,Store write after unsafe call
6310,6310: SLOAD,Store read after unsafe call
6324,6324: SSTORE,Store write after unsafe call
6469,6469: SLOAD,Store read after unsafe call
6610,6610: SSTORE,Store write after unsafe call
7066,7066: SLOAD,Store read after unsafe call
7073,7073: SSTORE,Store write after unsafe call
7166,7166: SLOAD,Store read after unsafe call
7319,7319: SSTORE,Store write after unsafe call
7484,7484: SLOAD,Store read after unsafe call
7498,7498: SSTORE,Store write after unsafe call
7762,7762: SLOAD,Store read after unsafe call
7769,7769: SSTORE,Store write after unsafe call
7842,7842: SLOAD,Store read after unsafe call
7942,7942: SLOAD,Store read after unsafe call
8025,8025: SSTORE,Store write after unsafe call
9171,9171: SLOAD,Store read after unsafe call
9328,9328: SSTORE,Store write after unsafe call
9639,9639: SLOAD,Store read after unsafe call
9653,9653: SSTORE,Store write after unsafe call
10045,10045: SSTORE,Store write after unsafe call
10075,10075: SLOAD,Store read after unsafe call
10195,10195: SLOAD,Store read after unsafe call
10241,10241: SLOAD,Store read after unsafe call
10324,10324: SSTORE,Store write after unsafe call
10416,10416: SLOAD,Store read after unsafe call
10569,10569: SSTORE,Store write after unsafe call
10681,10681: SLOAD,Store read after unsafe call
10695,10695: SSTORE,Store write after unsafe call
10761,10761: SLOAD,Store read after unsafe call
10807,10807: SLOAD,Store read after unsafe call
10890,10890: SSTORE,Store write after unsafe call
10988,10988: SLOAD,Store read after unsafe call
10995,10995: SSTORE,Store write after unsafe call
