offset,opcode,detection
2463,2463: SLOAD,Store read after unsafe call
2470,2470: SSTORE,Store write after unsafe call
2568,2568: SLOAD,Store read after unsafe call
2575,2575: SSTORE,Store write after unsafe call
2683,2683: SLOAD,Store read after unsafe call
2690,2690: SSTORE,Store write after unsafe call
3077,3077: SLOAD,Store read after unsafe call
3084,3084: SSTORE,Store write after unsafe call
3339,3339: SLOAD,Store read after unsafe call
3385,3385: SLOAD,Store read after unsafe call
3468,3468: SSTORE,Store write after unsafe call
3574,3574: SLOAD,Store read after unsafe call
3677,3677: SSTORE,Store write after unsafe call
3743,3743: SLOAD,Store read after unsafe call
3789,3789: SLOAD,Store read after unsafe call
3872,3872: SSTORE,Store write after unsafe call
3965,3965: SLOAD,Store read after unsafe call
4064,4064: SSTORE,Store write after unsafe call
4157,4157: SLOAD,Store read after unsafe call
4314,4314: SSTORE,Store write after unsafe call
4547,4547: SLOAD,Store read after unsafe call
4688,4688: SSTORE,Store write after unsafe call
4834,4834: SLOAD,Store read after unsafe call
4975,4975: SSTORE,Store write after unsafe call
5121,5121: SLOAD,Store read after unsafe call
5262,5262: SSTORE,Store write after unsafe call
5526,5526: SLOAD,Store read after unsafe call
5533,5533: SSTORE,Store write after unsafe call
5627,5627: SLOAD,Store read after unsafe call
5784,5784: SSTORE,Store write after unsafe call
5895,5895: SLOAD,Store read after unsafe call
5909,5909: SSTORE,Store write after unsafe call
6216,6216: SLOAD,Store read after unsafe call
6357,6357: SSTORE,Store write after unsafe call
6568,6568: SLOAD,Store read after unsafe call
6575,6575: SSTORE,Store write after unsafe call
6668,6668: SLOAD,Store read after unsafe call
6821,6821: SSTORE,Store write after unsafe call
6986,6986: SLOAD,Store read after unsafe call
7000,7000: SSTORE,Store write after unsafe call
7429,7429: SLOAD,Store read after unsafe call
7436,7436: SSTORE,Store write after unsafe call
7526,7526: SLOAD,Store read after unsafe call
7626,7626: SLOAD,Store read after unsafe call
7709,7709: SSTORE,Store write after unsafe call
7802,7802: SLOAD,Store read after unsafe call
7959,7959: SSTORE,Store write after unsafe call
8070,8070: SLOAD,Store read after unsafe call
8084,8084: SSTORE,Store write after unsafe call
8285,8285: SLOAD,Store read after unsafe call
8331,8331: SLOAD,Store read after unsafe call
8414,8414: SSTORE,Store write after unsafe call
8480,8480: SLOAD,Store read after unsafe call
8526,8526: SLOAD,Store read after unsafe call
8609,8609: SSTORE,Store write after unsafe call
8707,8707: SLOAD,Store read after unsafe call
8714,8714: SSTORE,Store write after unsafe call
