offset,opcode,detection
3314,3314: SLOAD,Store read after unsafe call
3321,3321: SSTORE,Store write after unsafe call
3419,3419: SLOAD,Store read after unsafe call
3426,3426: SSTORE,Store write after unsafe call
4075,4075: SLOAD,Store read after unsafe call
4082,4082: SSTORE,Store write after unsafe call
4311,4311: SLOAD,Store read after unsafe call
4318,4318: SSTORE,Store write after unsafe call
4928,4928: SLOAD,Store read after unsafe call
4974,4974: SLOAD,Store read after unsafe call
5057,5057: SSTORE,Store write after unsafe call
5187,5187: SLOAD,Store read after unsafe call
5290,5290: SSTORE,Store write after unsafe call
5356,5356: SLOAD,Store read after unsafe call
5402,5402: SLOAD,Store read after unsafe call
5485,5485: SSTORE,Store write after unsafe call
5578,5578: SLOAD,Store read after unsafe call
5677,5677: SSTORE,Store write after unsafe call
5770,5770: SLOAD,Store read after unsafe call
5927,5927: SSTORE,Store write after unsafe call
6021,6021: SLOAD,Store read after unsafe call
6124,6124: SSTORE,Store write after unsafe call
6566,6566: SLOAD,Store read after unsafe call
6837,6837: SLOAD,Store read after unsafe call
6978,6978: SSTORE,Store write after unsafe call
7124,7124: SLOAD,Store read after unsafe call
7265,7265: SSTORE,Store write after unsafe call
7529,7529: SLOAD,Store read after unsafe call
7536,7536: SSTORE,Store write after unsafe call
7668,7668: SLOAD,Store read after unsafe call
7825,7825: SSTORE,Store write after unsafe call
7936,7936: SLOAD,Store read after unsafe call
7950,7950: SSTORE,Store write after unsafe call
8041,8041: SLOAD,Store read after unsafe call
8193,8193: SSTORE,Store write after unsafe call
8340,8340: SLOAD,Store read after unsafe call
8481,8481: SSTORE,Store write after unsafe call
8692,8692: SLOAD,Store read after unsafe call
8699,8699: SSTORE,Store write after unsafe call
8792,8792: SLOAD,Store read after unsafe call
8945,8945: SSTORE,Store write after unsafe call
9110,9110: SLOAD,Store read after unsafe call
9124,9124: SSTORE,Store write after unsafe call
9388,9388: SLOAD,Store read after unsafe call
9395,9395: SSTORE,Store write after unsafe call
9542,9542: SLOAD,Store read after unsafe call
9683,9683: SSTORE,Store write after unsafe call
11015,11015: SLOAD,Store read after unsafe call
11172,11172: SSTORE,Store write after unsafe call
11289,11289: SLOAD,Store read after unsafe call
11303,11303: SSTORE,Store write after unsafe call
12230,12230: SLOAD,Store read after unsafe call
12276,12276: SLOAD,Store read after unsafe call
12359,12359: SSTORE,Store write after unsafe call
12451,12451: SLOAD,Store read after unsafe call
12604,12604: SSTORE,Store write after unsafe call
12716,12716: SLOAD,Store read after unsafe call
12730,12730: SSTORE,Store write after unsafe call
12834,12834: SLOAD,Store read after unsafe call
12880,12880: SLOAD,Store read after unsafe call
12963,12963: SSTORE,Store write after unsafe call
13612,13612: SLOAD,Store read after unsafe call
13619,13619: SSTORE,Store write after unsafe call
