offset,opcode,detection
2705,2705: SLOAD,Store read after unsafe call
2712,2712: SSTORE,Store write after unsafe call
2810,2810: SLOAD,Store read after unsafe call
2817,2817: SSTORE,Store write after unsafe call
2915,2915: SLOAD,Store read after unsafe call
2922,2922: SSTORE,Store write after unsafe call
3132,3132: SLOAD,Store read after unsafe call
3139,3139: SSTORE,Store write after unsafe call
3206,3206: SLOAD,Store read after unsafe call
3252,3252: SLOAD,Store read after unsafe call
3335,3335: SSTORE,Store write after unsafe call
3451,3451: SLOAD,Store read after unsafe call
3554,3554: SSTORE,Store write after unsafe call
3620,3620: SLOAD,Store read after unsafe call
3666,3666: SLOAD,Store read after unsafe call
3749,3749: SSTORE,Store write after unsafe call
3842,3842: SLOAD,Store read after unsafe call
3941,3941: SSTORE,Store write after unsafe call
4124,4124: SLOAD,Store read after unsafe call
4281,4281: SSTORE,Store write after unsafe call
4462,4462: SLOAD,Store read after unsafe call
4564,4564: SSTORE,Store write after unsafe call
4709,4709: SLOAD,Store read after unsafe call
4850,4850: SSTORE,Store write after unsafe call
4996,4996: SLOAD,Store read after unsafe call
5137,5137: SSTORE,Store write after unsafe call
5283,5283: SLOAD,Store read after unsafe call
5424,5424: SSTORE,Store write after unsafe call
5688,5688: SLOAD,Store read after unsafe call
5695,5695: SSTORE,Store write after unsafe call
5919,5919: SLOAD,Store read after unsafe call
6076,6076: SSTORE,Store write after unsafe call
6187,6187: SLOAD,Store read after unsafe call
6201,6201: SSTORE,Store write after unsafe call
6919,6919: SLOAD,Store read after unsafe call
7060,7060: SSTORE,Store write after unsafe call
7595,7595: SLOAD,Store read after unsafe call
7602,7602: SSTORE,Store write after unsafe call
7695,7695: SLOAD,Store read after unsafe call
7848,7848: SSTORE,Store write after unsafe call
8013,8013: SLOAD,Store read after unsafe call
8027,8027: SSTORE,Store write after unsafe call
8291,8291: SLOAD,Store read after unsafe call
8298,8298: SSTORE,Store write after unsafe call
8445,8445: SLOAD,Store read after unsafe call
8586,8586: SSTORE,Store write after unsafe call
8652,8652: SLOAD,Store read after unsafe call
8752,8752: SLOAD,Store read after unsafe call
8835,8835: SSTORE,Store write after unsafe call
9037,9037: SLOAD,Store read after unsafe call
9194,9194: SSTORE,Store write after unsafe call
9305,9305: SLOAD,Store read after unsafe call
9319,9319: SSTORE,Store write after unsafe call
9385,9385: SLOAD,Store read after unsafe call
9431,9431: SLOAD,Store read after unsafe call
9514,9514: SSTORE,Store write after unsafe call
9648,9648: SLOAD,Store read after unsafe call
9801,9801: SSTORE,Store write after unsafe call
9942,9942: SLOAD,Store read after unsafe call
9956,9956: SSTORE,Store write after unsafe call
10022,10022: SLOAD,Store read after unsafe call
10068,10068: SLOAD,Store read after unsafe call
10151,10151: SSTORE,Store write after unsafe call
10249,10249: SLOAD,Store read after unsafe call
10256,10256: SSTORE,Store write after unsafe call
