offset,opcode,detection
6178,6178: SLOAD,Store read after unsafe call
6224,6224: SLOAD,Store read after unsafe call
6307,6307: SSTORE,Store write after unsafe call
6405,6405: SLOAD,Store read after unsafe call
6412,6412: SSTORE,Store write after unsafe call
6510,6510: SLOAD,Store read after unsafe call
6517,6517: SSTORE,Store write after unsafe call
6615,6615: SLOAD,Store read after unsafe call
6622,6622: SSTORE,Store write after unsafe call
6817,6817: SLOAD,Store read after unsafe call
6824,6824: SSTORE,Store write after unsafe call
6934,6934: SLOAD,Store read after unsafe call
6948,6948: SSTORE,Store write after unsafe call
7610,7610: SLOAD,Store read after unsafe call
7617,7617: SSTORE,Store write after unsafe call
8046,8046: SLOAD,Store read after unsafe call
8145,8145: SSTORE,Store write after unsafe call
8212,8212: SLOAD,Store read after unsafe call
8258,8258: SLOAD,Store read after unsafe call
8341,8341: SSTORE,Store write after unsafe call
8869,8869: SLOAD,Store read after unsafe call
8972,8972: SSTORE,Store write after unsafe call
9038,9038: SLOAD,Store read after unsafe call
9084,9084: SLOAD,Store read after unsafe call
9167,9167: SSTORE,Store write after unsafe call
9260,9260: SLOAD,Store read after unsafe call
9359,9359: SSTORE,Store write after unsafe call
9570,9570: SLOAD,Store read after unsafe call
9577,9577: SSTORE,Store write after unsafe call
9688,9688: SLOAD,Store read after unsafe call
9702,9702: SSTORE,Store write after unsafe call
9794,9794: SLOAD,Store read after unsafe call
9951,9951: SSTORE,Store write after unsafe call
10045,10045: SLOAD,Store read after unsafe call
10148,10148: SSTORE,Store write after unsafe call
10366,10366: SLOAD,Store read after unsafe call
10507,10507: SSTORE,Store write after unsafe call
10787,10787: SLOAD,Store read after unsafe call
10928,10928: SSTORE,Store write after unsafe call
11074,11074: SLOAD,Store read after unsafe call
11215,11215: SSTORE,Store write after unsafe call
11361,11361: SLOAD,Store read after unsafe call
11502,11502: SSTORE,Store write after unsafe call
11766,11766: SLOAD,Store read after unsafe call
11773,11773: SSTORE,Store write after unsafe call
11905,11905: SLOAD,Store read after unsafe call
12062,12062: SSTORE,Store write after unsafe call
12173,12173: SLOAD,Store read after unsafe call
12187,12187: SSTORE,Store write after unsafe call
12437,12437: SLOAD,Store read after unsafe call
12590,12590: SSTORE,Store write after unsafe call
12737,12737: SLOAD,Store read after unsafe call
12878,12878: SSTORE,Store write after unsafe call
13089,13089: SLOAD,Store read after unsafe call
13096,13096: SSTORE,Store write after unsafe call
13189,13189: SLOAD,Store read after unsafe call
13342,13342: SSTORE,Store write after unsafe call
13507,13507: SLOAD,Store read after unsafe call
13521,13521: SSTORE,Store write after unsafe call
13785,13785: SLOAD,Store read after unsafe call
13792,13792: SSTORE,Store write after unsafe call
13939,13939: SLOAD,Store read after unsafe call
14080,14080: SSTORE,Store write after unsafe call
14221,14221: SLOAD,Store read after unsafe call
14228,14228: SSTORE,Store write after unsafe call
14293,14293: SLOAD,Store read after unsafe call
14393,14393: SLOAD,Store read after unsafe call
14476,14476: SSTORE,Store write after unsafe call
14588,14588: SLOAD,Store read after unsafe call
14745,14745: SSTORE,Store write after unsafe call
14956,14956: SLOAD,Store read after unsafe call
14963,14963: SSTORE,Store write after unsafe call
15074,15074: SLOAD,Store read after unsafe call
15088,15088: SSTORE,Store write after unsafe call
15350,15350: SLOAD,Store read after unsafe call
15515,15515: SLOAD,Store read after unsafe call
15561,15561: SLOAD,Store read after unsafe call
15644,15644: SSTORE,Store write after unsafe call
16259,16259: SLOAD,Store read after unsafe call
16358,16358: SSTORE,Store write after unsafe call
16457,16457: SLOAD,Store read after unsafe call
16610,16610: SSTORE,Store write after unsafe call
17267,17267: SLOAD,Store read after unsafe call
17370,17370: SSTORE,Store write after unsafe call
17480,17480: SLOAD,Store read after unsafe call
17494,17494: SSTORE,Store write after unsafe call
17560,17560: SLOAD,Store read after unsafe call
17606,17606: SLOAD,Store read after unsafe call
17689,17689: SSTORE,Store write after unsafe call
17787,17787: SLOAD,Store read after unsafe call
17794,17794: SSTORE,Store write after unsafe call
