offset,opcode,detection
3930,3930: SLOAD,Store read after unsafe call
3937,3937: SSTORE,Store write after unsafe call
4035,4035: SLOAD,Store read after unsafe call
4042,4042: SSTORE,Store write after unsafe call
4146,4146: SLOAD,Store read after unsafe call
4153,4153: SSTORE,Store write after unsafe call
4658,4658: SLOAD,Store read after unsafe call
4665,4665: SSTORE,Store write after unsafe call
4751,4751: SLOAD,Store read after unsafe call
4797,4797: SLOAD,Store read after unsafe call
4880,4880: SSTORE,Store write after unsafe call
5328,5328: SLOAD,Store read after unsafe call
5431,5431: SSTORE,Store write after unsafe call
5497,5497: SLOAD,Store read after unsafe call
5543,5543: SLOAD,Store read after unsafe call
5626,5626: SSTORE,Store write after unsafe call
5719,5719: SLOAD,Store read after unsafe call
5818,5818: SSTORE,Store write after unsafe call
5971,5971: SLOAD,Store read after unsafe call
6128,6128: SSTORE,Store write after unsafe call
6221,6221: SLOAD,Store read after unsafe call
6323,6323: SSTORE,Store write after unsafe call
7209,7209: SLOAD,Store read after unsafe call
7350,7350: SSTORE,Store write after unsafe call
7496,7496: SLOAD,Store read after unsafe call
7637,7637: SSTORE,Store write after unsafe call
7783,7783: SLOAD,Store read after unsafe call
7924,7924: SSTORE,Store write after unsafe call
8188,8188: SLOAD,Store read after unsafe call
8195,8195: SSTORE,Store write after unsafe call
8327,8327: SLOAD,Store read after unsafe call
8484,8484: SSTORE,Store write after unsafe call
8595,8595: SLOAD,Store read after unsafe call
8609,8609: SSTORE,Store write after unsafe call
8912,8912: SLOAD,Store read after unsafe call
9053,9053: SSTORE,Store write after unsafe call
9264,9264: SLOAD,Store read after unsafe call
9271,9271: SSTORE,Store write after unsafe call
9364,9364: SLOAD,Store read after unsafe call
9517,9517: SSTORE,Store write after unsafe call
9682,9682: SLOAD,Store read after unsafe call
9696,9696: SSTORE,Store write after unsafe call
9960,9960: SLOAD,Store read after unsafe call
9967,9967: SSTORE,Store write after unsafe call
10114,10114: SLOAD,Store read after unsafe call
10255,10255: SSTORE,Store write after unsafe call
10344,10344: SLOAD,Store read after unsafe call
10444,10444: SLOAD,Store read after unsafe call
10527,10527: SSTORE,Store write after unsafe call
10639,10639: SLOAD,Store read after unsafe call
10796,10796: SSTORE,Store write after unsafe call
11267,11267: SLOAD,Store read after unsafe call
11281,11281: SSTORE,Store write after unsafe call
11384,11384: SLOAD,Store read after unsafe call
11430,11430: SLOAD,Store read after unsafe call
11513,11513: SSTORE,Store write after unsafe call
11605,11605: SLOAD,Store read after unsafe call
11758,11758: SSTORE,Store write after unsafe call
12028,12028: SLOAD,Store read after unsafe call
12042,12042: SSTORE,Store write after unsafe call
12108,12108: SLOAD,Store read after unsafe call
12154,12154: SLOAD,Store read after unsafe call
12237,12237: SSTORE,Store write after unsafe call
12335,12335: SLOAD,Store read after unsafe call
12342,12342: SSTORE,Store write after unsafe call
