offset,opcode,detection
2615,2615: SLOAD,Store read after unsafe call
2622,2622: SSTORE,Store write after unsafe call
2720,2720: SLOAD,Store read after unsafe call
2727,2727: SSTORE,Store write after unsafe call
2825,2825: SLOAD,Store read after unsafe call
2832,2832: SSTORE,Store write after unsafe call
3042,3042: SLOAD,Store read after unsafe call
3049,3049: SSTORE,Store write after unsafe call
3116,3116: SLOAD,Store read after unsafe call
3162,3162: SLOAD,Store read after unsafe call
3245,3245: SSTORE,Store write after unsafe call
3361,3361: SLOAD,Store read after unsafe call
3464,3464: SSTORE,Store write after unsafe call
3530,3530: SLOAD,Store read after unsafe call
3576,3576: SLOAD,Store read after unsafe call
3659,3659: SSTORE,Store write after unsafe call
4452,4452: SLOAD,Store read after unsafe call
4551,4551: SSTORE,Store write after unsafe call
4734,4734: SLOAD,Store read after unsafe call
4891,4891: SSTORE,Store write after unsafe call
5073,5073: SLOAD,Store read after unsafe call
5176,5176: SSTORE,Store write after unsafe call
5321,5321: SLOAD,Store read after unsafe call
5462,5462: SSTORE,Store write after unsafe call
5608,5608: SLOAD,Store read after unsafe call
5749,5749: SSTORE,Store write after unsafe call
5895,5895: SLOAD,Store read after unsafe call
6036,6036: SSTORE,Store write after unsafe call
6300,6300: SLOAD,Store read after unsafe call
6307,6307: SSTORE,Store write after unsafe call
6531,6531: SLOAD,Store read after unsafe call
6688,6688: SSTORE,Store write after unsafe call
6799,6799: SLOAD,Store read after unsafe call
6813,6813: SSTORE,Store write after unsafe call
6904,6904: SLOAD,Store read after unsafe call
7056,7056: SSTORE,Store write after unsafe call
7203,7203: SLOAD,Store read after unsafe call
7344,7344: SSTORE,Store write after unsafe call
7555,7555: SLOAD,Store read after unsafe call
7562,7562: SSTORE,Store write after unsafe call
7655,7655: SLOAD,Store read after unsafe call
7808,7808: SSTORE,Store write after unsafe call
7973,7973: SLOAD,Store read after unsafe call
7987,7987: SSTORE,Store write after unsafe call
8251,8251: SLOAD,Store read after unsafe call
8258,8258: SSTORE,Store write after unsafe call
8405,8405: SLOAD,Store read after unsafe call
8546,8546: SSTORE,Store write after unsafe call
8612,8612: SLOAD,Store read after unsafe call
8712,8712: SLOAD,Store read after unsafe call
8795,8795: SSTORE,Store write after unsafe call
9197,9197: SLOAD,Store read after unsafe call
9354,9354: SSTORE,Store write after unsafe call
10245,10245: SLOAD,Store read after unsafe call
10259,10259: SSTORE,Store write after unsafe call
10325,10325: SLOAD,Store read after unsafe call
10371,10371: SLOAD,Store read after unsafe call
10454,10454: SSTORE,Store write after unsafe call
10588,10588: SLOAD,Store read after unsafe call
10741,10741: SSTORE,Store write after unsafe call
10882,10882: SLOAD,Store read after unsafe call
10896,10896: SSTORE,Store write after unsafe call
10962,10962: SLOAD,Store read after unsafe call
11008,11008: SLOAD,Store read after unsafe call
11091,11091: SSTORE,Store write after unsafe call
11189,11189: SLOAD,Store read after unsafe call
11196,11196: SSTORE,Store write after unsafe call
