offset,opcode,detection
2631,2631: SLOAD,Store read after unsafe call
2638,2638: SSTORE,Store write after unsafe call
2746,2746: SLOAD,Store read after unsafe call
2753,2753: SSTORE,Store write after unsafe call
3163,3163: SLOAD,Store read after unsafe call
3170,3170: SSTORE,Store write after unsafe call
3366,3366: SLOAD,Store read after unsafe call
3412,3412: SLOAD,Store read after unsafe call
3495,3495: SSTORE,Store write after unsafe call
4081,4081: SLOAD,Store read after unsafe call
4184,4184: SSTORE,Store write after unsafe call
4250,4250: SLOAD,Store read after unsafe call
4296,4296: SLOAD,Store read after unsafe call
4379,4379: SSTORE,Store write after unsafe call
4472,4472: SLOAD,Store read after unsafe call
4571,4571: SSTORE,Store write after unsafe call
4664,4664: SLOAD,Store read after unsafe call
4821,4821: SSTORE,Store write after unsafe call
5040,5040: SLOAD,Store read after unsafe call
5181,5181: SSTORE,Store write after unsafe call
5327,5327: SLOAD,Store read after unsafe call
5468,5468: SSTORE,Store write after unsafe call
5614,5614: SLOAD,Store read after unsafe call
5755,5755: SSTORE,Store write after unsafe call
6017,6017: SLOAD,Store read after unsafe call
6024,6024: SSTORE,Store write after unsafe call
6156,6156: SLOAD,Store read after unsafe call
6313,6313: SSTORE,Store write after unsafe call
6424,6424: SLOAD,Store read after unsafe call
6438,6438: SSTORE,Store write after unsafe call
6741,6741: SLOAD,Store read after unsafe call
6882,6882: SSTORE,Store write after unsafe call
7093,7093: SLOAD,Store read after unsafe call
7100,7100: SSTORE,Store write after unsafe call
7193,7193: SLOAD,Store read after unsafe call
7346,7346: SSTORE,Store write after unsafe call
7511,7511: SLOAD,Store read after unsafe call
7525,7525: SSTORE,Store write after unsafe call
7789,7789: SLOAD,Store read after unsafe call
7796,7796: SSTORE,Store write after unsafe call
7909,7909: SLOAD,Store read after unsafe call
8009,8009: SLOAD,Store read after unsafe call
8092,8092: SSTORE,Store write after unsafe call
8203,8203: SLOAD,Store read after unsafe call
8217,8217: SSTORE,Store write after unsafe call
8418,8418: SLOAD,Store read after unsafe call
8464,8464: SLOAD,Store read after unsafe call
8547,8547: SSTORE,Store write after unsafe call
8645,8645: SLOAD,Store read after unsafe call
8652,8652: SSTORE,Store write after unsafe call
