offset,opcode,detection
2648,2648: SLOAD,Store read after unsafe call
2655,2655: SSTORE,Store write after unsafe call
2763,2763: SLOAD,Store read after unsafe call
2770,2770: SSTORE,Store write after unsafe call
3157,3157: SLOAD,Store read after unsafe call
3164,3164: SSTORE,Store write after unsafe call
3418,3418: SLOAD,Store read after unsafe call
3463,3463: SLOAD,Store read after unsafe call
3546,3546: SSTORE,Store write after unsafe call
3639,3639: SLOAD,Store read after unsafe call
3742,3742: SSTORE,Store write after unsafe call
3808,3808: SLOAD,Store read after unsafe call
3854,3854: SLOAD,Store read after unsafe call
3937,3937: SSTORE,Store write after unsafe call
4030,4030: SLOAD,Store read after unsafe call
4129,4129: SSTORE,Store write after unsafe call
4222,4222: SLOAD,Store read after unsafe call
4379,4379: SSTORE,Store write after unsafe call
4598,4598: SLOAD,Store read after unsafe call
4739,4739: SSTORE,Store write after unsafe call
4885,4885: SLOAD,Store read after unsafe call
5026,5026: SSTORE,Store write after unsafe call
5172,5172: SLOAD,Store read after unsafe call
5313,5313: SSTORE,Store write after unsafe call
5406,5406: SLOAD,Store read after unsafe call
5563,5563: SSTORE,Store write after unsafe call
5674,5674: SLOAD,Store read after unsafe call
5688,5688: SSTORE,Store write after unsafe call
5995,5995: SLOAD,Store read after unsafe call
6136,6136: SSTORE,Store write after unsafe call
6347,6347: SLOAD,Store read after unsafe call
6354,6354: SSTORE,Store write after unsafe call
6447,6447: SLOAD,Store read after unsafe call
6600,6600: SSTORE,Store write after unsafe call
6765,6765: SLOAD,Store read after unsafe call
6779,6779: SSTORE,Store write after unsafe call
7208,7208: SLOAD,Store read after unsafe call
7215,7215: SSTORE,Store write after unsafe call
7305,7305: SLOAD,Store read after unsafe call
7405,7405: SLOAD,Store read after unsafe call
7488,7488: SSTORE,Store write after unsafe call
7581,7581: SLOAD,Store read after unsafe call
7738,7738: SSTORE,Store write after unsafe call
7849,7849: SLOAD,Store read after unsafe call
7863,7863: SSTORE,Store write after unsafe call
8064,8064: SLOAD,Store read after unsafe call
8110,8110: SLOAD,Store read after unsafe call
8193,8193: SSTORE,Store write after unsafe call
8291,8291: SLOAD,Store read after unsafe call
8298,8298: SSTORE,Store write after unsafe call
