offset,opcode,detection
4186,4186: SLOAD,Store read after unsafe call
4193,4193: SSTORE,Store write after unsafe call
4291,4291: SLOAD,Store read after unsafe call
4298,4298: SSTORE,Store write after unsafe call
4402,4402: SLOAD,Store read after unsafe call
4409,4409: SSTORE,Store write after unsafe call
4720,4720: SLOAD,Store read after unsafe call
4766,4766: SLOAD,Store read after unsafe call
4849,4849: SSTORE,Store write after unsafe call
5324,5324: SSTORE,Store write after unsafe call
6101,6101: SLOAD,Store read after unsafe call
6156,6156: SLOAD,Store read after unsafe call
6307,6307: SSTORE,Store write after unsafe call
6768,6768: SLOAD,Store read after unsafe call
6919,6919: SSTORE,Store write after unsafe call
7021,7021: SLOAD,Store read after unsafe call
7124,7124: SSTORE,Store write after unsafe call
7190,7190: SLOAD,Store read after unsafe call
7236,7236: SLOAD,Store read after unsafe call
7319,7319: SSTORE,Store write after unsafe call
7412,7412: SLOAD,Store read after unsafe call
7511,7511: SSTORE,Store write after unsafe call
7795,7795: SLOAD,Store read after unsafe call
8070,8070: SLOAD,Store read after unsafe call
8131,8131: SLOAD,Store read after unsafe call
8184,8184: SSTORE,Store write after unsafe call
8228,8228: SSTORE,Store write after unsafe call
8272,8272: SSTORE,Store write after unsafe call
8316,8316: SSTORE,Store write after unsafe call
8360,8360: SSTORE,Store write after unsafe call
8404,8404: SSTORE,Store write after unsafe call
8448,8448: SSTORE,Store write after unsafe call
8497,8497: SLOAD,Store read after unsafe call
8550,8550: SSTORE,Store write after unsafe call
8714,8714: SLOAD,Store read after unsafe call
8889,8889: SSTORE,Store write after unsafe call
8961,8961: SSTORE,Store write after unsafe call
8992,8992: SLOAD,Store read after unsafe call
9064,9064: SLOAD,Store read after unsafe call
9172,9172: SLOAD,Store read after unsafe call
9252,9252: SLOAD,Store read after unsafe call
9291,9291: SSTORE,Store write after unsafe call
9353,9353: SLOAD,Store read after unsafe call
9409,9409: SSTORE,Store write after unsafe call
9690,9690: SLOAD,Store read after unsafe call
9849,9849: SLOAD,Store read after unsafe call
9939,9939: SSTORE,Store write after unsafe call
9996,9996: SLOAD,Store read after unsafe call
10065,10065: SLOAD,Store read after unsafe call
10104,10104: SSTORE,Store write after unsafe call
10151,10151: SLOAD,Store read after unsafe call
10194,10194: SLOAD,Store read after unsafe call
10280,10280: SLOAD,Store read after unsafe call
10336,10336: SSTORE,Store write after unsafe call
10442,10442: SLOAD,Store read after unsafe call
10662,10662: SLOAD,Store read after unsafe call
10706,10706: SLOAD,Store read after unsafe call
10838,10838: SLOAD,Store read after unsafe call
10928,10928: SSTORE,Store write after unsafe call
10980,10980: SLOAD,Store read after unsafe call
11146,11146: SLOAD,Store read after unsafe call
11190,11190: SLOAD,Store read after unsafe call
11358,11358: SSTORE,Store write after unsafe call
11389,11389: SLOAD,Store read after unsafe call
11555,11555: SLOAD,Store read after unsafe call
11578,11578: SLOAD,Store read after unsafe call
11746,11746: SSTORE,Store write after unsafe call
11838,11838: SLOAD,Store read after unsafe call
12058,12058: SLOAD,Store read after unsafe call
12102,12102: SLOAD,Store read after unsafe call
12234,12234: SLOAD,Store read after unsafe call
12324,12324: SSTORE,Store write after unsafe call
12355,12355: SLOAD,Store read after unsafe call
12575,12575: SLOAD,Store read after unsafe call
12598,12598: SLOAD,Store read after unsafe call
12730,12730: SLOAD,Store read after unsafe call
12820,12820: SSTORE,Store write after unsafe call
13147,13147: SLOAD,Store read after unsafe call
13323,13323: SLOAD,Store read after unsafe call
13413,13413: SSTORE,Store write after unsafe call
13482,13482: SLOAD,Store read after unsafe call
13648,13648: SLOAD,Store read after unsafe call
13709,13709: SLOAD,Store read after unsafe call
13877,13877: SSTORE,Store write after unsafe call
13908,13908: SLOAD,Store read after unsafe call
14074,14074: SLOAD,Store read after unsafe call
14097,14097: SLOAD,Store read after unsafe call
14265,14265: SSTORE,Store write after unsafe call
14577,14577: SLOAD,Store read after unsafe call
14753,14753: SLOAD,Store read after unsafe call
14843,14843: SSTORE,Store write after unsafe call
15077,15077: SLOAD,Store read after unsafe call
15215,15215: SLOAD,Store read after unsafe call
15305,15305: SSTORE,Store write after unsafe call
15349,15349: SLOAD,Store read after unsafe call
15399,15399: SSTORE,Store write after unsafe call
15426,15426: SLOAD,Store read after unsafe call
15459,15459: SSTORE,Store write after unsafe call
15524,15524: SLOAD,Store read after unsafe call
15538,15538: SSTORE,Store write after unsafe call
15645,15645: SLOAD,Store read after unsafe call
15802,15802: SSTORE,Store write after unsafe call
16479,16479: SLOAD,Store read after unsafe call
16620,16620: SSTORE,Store write after unsafe call
16846,16846: SLOAD,Store read after unsafe call
16869,16869: SLOAD,Store read after unsafe call
17020,17020: SSTORE,Store write after unsafe call
17807,17807: SLOAD,Store read after unsafe call
17948,17948: SSTORE,Store write after unsafe call
18174,18174: SLOAD,Store read after unsafe call
18197,18197: SLOAD,Store read after unsafe call
18348,18348: SSTORE,Store write after unsafe call
19320,19320: SLOAD,Store read after unsafe call
19461,19461: SSTORE,Store write after unsafe call
19607,19607: SLOAD,Store read after unsafe call
19748,19748: SSTORE,Store write after unsafe call
20012,20012: SLOAD,Store read after unsafe call
20019,20019: SSTORE,Store write after unsafe call
20113,20113: SLOAD,Store read after unsafe call
20270,20270: SSTORE,Store write after unsafe call
20381,20381: SLOAD,Store read after unsafe call
20395,20395: SSTORE,Store write after unsafe call
20605,20605: SLOAD,Store read after unsafe call
20612,20612: SSTORE,Store write after unsafe call
20705,20705: SLOAD,Store read after unsafe call
20858,20858: SSTORE,Store write after unsafe call
21021,21021: SLOAD,Store read after unsafe call
21035,21035: SSTORE,Store write after unsafe call
21299,21299: SLOAD,Store read after unsafe call
21306,21306: SSTORE,Store write after unsafe call
21567,21567: SLOAD,Store read after unsafe call
21667,21667: SLOAD,Store read after unsafe call
21750,21750: SSTORE,Store write after unsafe call
21843,21843: SLOAD,Store read after unsafe call
22000,22000: SSTORE,Store write after unsafe call
22321,22321: SSTORE,Store write after unsafe call
22598,22598: SLOAD,Store read after unsafe call
22644,22644: SLOAD,Store read after unsafe call
22727,22727: SSTORE,Store write after unsafe call
23529,23529: SLOAD,Store read after unsafe call
23543,23543: SSTORE,Store write after unsafe call
23609,23609: SLOAD,Store read after unsafe call
23655,23655: SLOAD,Store read after unsafe call
23738,23738: SSTORE,Store write after unsafe call
