offset,opcode,detection
3548,3548: SLOAD,Store read after unsafe call
3555,3555: SSTORE,Store write after unsafe call
3653,3653: SLOAD,Store read after unsafe call
3660,3660: SSTORE,Store write after unsafe call
3758,3758: SLOAD,Store read after unsafe call
3765,3765: SSTORE,Store write after unsafe call
3873,3873: SLOAD,Store read after unsafe call
3880,3880: SSTORE,Store write after unsafe call
4363,4363: SLOAD,Store read after unsafe call
4370,4370: SSTORE,Store write after unsafe call
4498,4498: SLOAD,Store read after unsafe call
4596,4596: SSTORE,Store write after unsafe call
4828,4828: SLOAD,Store read after unsafe call
4874,4874: SLOAD,Store read after unsafe call
4957,4957: SSTORE,Store write after unsafe call
5050,5050: SLOAD,Store read after unsafe call
5153,5153: SSTORE,Store write after unsafe call
5219,5219: SLOAD,Store read after unsafe call
5265,5265: SLOAD,Store read after unsafe call
5348,5348: SSTORE,Store write after unsafe call
5441,5441: SLOAD,Store read after unsafe call
5540,5540: SSTORE,Store write after unsafe call
5651,5651: SLOAD,Store read after unsafe call
5665,5665: SSTORE,Store write after unsafe call
5757,5757: SLOAD,Store read after unsafe call
5914,5914: SSTORE,Store write after unsafe call
6088,6088: SLOAD,Store read after unsafe call
6191,6191: SSTORE,Store write after unsafe call
6418,6418: SLOAD,Store read after unsafe call
6559,6559: SSTORE,Store write after unsafe call
6705,6705: SLOAD,Store read after unsafe call
6846,6846: SSTORE,Store write after unsafe call
6992,6992: SLOAD,Store read after unsafe call
7133,7133: SSTORE,Store write after unsafe call
7397,7397: SLOAD,Store read after unsafe call
7404,7404: SSTORE,Store write after unsafe call
7536,7536: SLOAD,Store read after unsafe call
7693,7693: SSTORE,Store write after unsafe call
7804,7804: SLOAD,Store read after unsafe call
7818,7818: SSTORE,Store write after unsafe call
8072,8072: SLOAD,Store read after unsafe call
8225,8225: SSTORE,Store write after unsafe call
8372,8372: SLOAD,Store read after unsafe call
8513,8513: SSTORE,Store write after unsafe call
8724,8724: SLOAD,Store read after unsafe call
8731,8731: SSTORE,Store write after unsafe call
8824,8824: SLOAD,Store read after unsafe call
8977,8977: SSTORE,Store write after unsafe call
9142,9142: SLOAD,Store read after unsafe call
9156,9156: SSTORE,Store write after unsafe call
9585,9585: SLOAD,Store read after unsafe call
9592,9592: SSTORE,Store write after unsafe call
9739,9739: SLOAD,Store read after unsafe call
9880,9880: SSTORE,Store write after unsafe call
10002,10002: SLOAD,Store read after unsafe call
10009,10009: SSTORE,Store write after unsafe call
10074,10074: SLOAD,Store read after unsafe call
10174,10174: SLOAD,Store read after unsafe call
10257,10257: SSTORE,Store write after unsafe call
10350,10350: SLOAD,Store read after unsafe call
10507,10507: SSTORE,Store write after unsafe call
10718,10718: SLOAD,Store read after unsafe call
10725,10725: SSTORE,Store write after unsafe call
10912,10912: SLOAD,Store read after unsafe call
10926,10926: SSTORE,Store write after unsafe call
11127,11127: SLOAD,Store read after unsafe call
11173,11173: SLOAD,Store read after unsafe call
11256,11256: SSTORE,Store write after unsafe call
11348,11348: SLOAD,Store read after unsafe call
11501,11501: SSTORE,Store write after unsafe call
11771,11771: SLOAD,Store read after unsafe call
11785,11785: SSTORE,Store write after unsafe call
11851,11851: SLOAD,Store read after unsafe call
11897,11897: SLOAD,Store read after unsafe call
11980,11980: SSTORE,Store write after unsafe call
12084,12084: SLOAD,Store read after unsafe call
12091,12091: SSTORE,Store write after unsafe call
