offset,opcode,detection
5296,5296: SLOAD,Store read after unsafe call
5342,5342: SLOAD,Store read after unsafe call
5425,5425: SSTORE,Store write after unsafe call
5939,5939: SLOAD,Store read after unsafe call
5946,5946: SSTORE,Store write after unsafe call
6044,6044: SLOAD,Store read after unsafe call
6051,6051: SSTORE,Store write after unsafe call
6505,6505: SLOAD,Store read after unsafe call
6512,6512: SSTORE,Store write after unsafe call
6610,6610: SLOAD,Store read after unsafe call
6617,6617: SSTORE,Store write after unsafe call
6727,6727: SLOAD,Store read after unsafe call
6741,6741: SSTORE,Store write after unsafe call
6951,6951: SLOAD,Store read after unsafe call
6958,6958: SSTORE,Store write after unsafe call
7193,7193: SSTORE,Store write after unsafe call
7365,7365: SLOAD,Store read after unsafe call
7464,7464: SSTORE,Store write after unsafe call
9033,9033: SLOAD,Store read after unsafe call
9079,9079: SLOAD,Store read after unsafe call
9162,9162: SSTORE,Store write after unsafe call
9411,9411: SLOAD,Store read after unsafe call
9514,9514: SSTORE,Store write after unsafe call
9580,9580: SLOAD,Store read after unsafe call
9626,9626: SLOAD,Store read after unsafe call
9709,9709: SSTORE,Store write after unsafe call
9802,9802: SLOAD,Store read after unsafe call
9901,9901: SSTORE,Store write after unsafe call
10118,10118: SLOAD,Store read after unsafe call
10125,10125: SSTORE,Store write after unsafe call
10236,10236: SLOAD,Store read after unsafe call
10250,10250: SSTORE,Store write after unsafe call
10925,10925: SLOAD,Store read after unsafe call
11082,11082: SSTORE,Store write after unsafe call
11176,11176: SLOAD,Store read after unsafe call
11279,11279: SSTORE,Store write after unsafe call
11424,11424: SLOAD,Store read after unsafe call
11565,11565: SSTORE,Store write after unsafe call
14303,14303: SLOAD,Store read after unsafe call
14444,14444: SSTORE,Store write after unsafe call
14590,14590: SLOAD,Store read after unsafe call
14731,14731: SSTORE,Store write after unsafe call
14877,14877: SLOAD,Store read after unsafe call
15018,15018: SSTORE,Store write after unsafe call
15282,15282: SLOAD,Store read after unsafe call
15289,15289: SSTORE,Store write after unsafe call
15421,15421: SLOAD,Store read after unsafe call
15578,15578: SSTORE,Store write after unsafe call
16773,16773: SLOAD,Store read after unsafe call
16787,16787: SSTORE,Store write after unsafe call
17651,17651: SLOAD,Store read after unsafe call
17804,17804: SSTORE,Store write after unsafe call
17951,17951: SLOAD,Store read after unsafe call
18092,18092: SSTORE,Store write after unsafe call
18303,18303: SLOAD,Store read after unsafe call
18310,18310: SSTORE,Store write after unsafe call
18403,18403: SLOAD,Store read after unsafe call
18556,18556: SSTORE,Store write after unsafe call
18721,18721: SLOAD,Store read after unsafe call
18735,18735: SSTORE,Store write after unsafe call
18999,18999: SLOAD,Store read after unsafe call
19006,19006: SSTORE,Store write after unsafe call
19153,19153: SLOAD,Store read after unsafe call
19294,19294: SSTORE,Store write after unsafe call
20377,20377: SSTORE,Store write after unsafe call
20550,20550: SLOAD,Store read after unsafe call
20557,20557: SSTORE,Store write after unsafe call
20622,20622: SLOAD,Store read after unsafe call
20722,20722: SLOAD,Store read after unsafe call
20805,20805: SSTORE,Store write after unsafe call
24795,24795: SSTORE,Store write after unsafe call
25797,25797: SLOAD,Store read after unsafe call
25954,25954: SSTORE,Store write after unsafe call
26165,26165: SLOAD,Store read after unsafe call
26172,26172: SSTORE,Store write after unsafe call
26283,26283: SLOAD,Store read after unsafe call
26297,26297: SSTORE,Store write after unsafe call
27194,27194: SLOAD,Store read after unsafe call
27240,27240: SLOAD,Store read after unsafe call
27323,27323: SSTORE,Store write after unsafe call
27416,27416: SLOAD,Store read after unsafe call
27515,27515: SSTORE,Store write after unsafe call
27608,27608: SLOAD,Store read after unsafe call
27761,27761: SSTORE,Store write after unsafe call
28253,28253: SLOAD,Store read after unsafe call
28356,28356: SSTORE,Store write after unsafe call
28466,28466: SLOAD,Store read after unsafe call
28480,28480: SSTORE,Store write after unsafe call
28546,28546: SLOAD,Store read after unsafe call
28592,28592: SLOAD,Store read after unsafe call
28675,28675: SSTORE,Store write after unsafe call
28773,28773: SLOAD,Store read after unsafe call
28780,28780: SSTORE,Store write after unsafe call
