offset,opcode,detection
1541,1541: SLOAD,Store read after unsafe call
1548,1548: SSTORE,Store write after unsafe call
1646,1646: SLOAD,Store read after unsafe call
1653,1653: SSTORE,Store write after unsafe call
1863,1863: SLOAD,Store read after unsafe call
1870,1870: SSTORE,Store write after unsafe call
2091,2091: SLOAD,Store read after unsafe call
2137,2137: SLOAD,Store read after unsafe call
2220,2220: SSTORE,Store write after unsafe call
2313,2313: SLOAD,Store read after unsafe call
2416,2416: SSTORE,Store write after unsafe call
2509,2509: SLOAD,Store read after unsafe call
2608,2608: SSTORE,Store write after unsafe call
2701,2701: SLOAD,Store read after unsafe call
2858,2858: SSTORE,Store write after unsafe call
3620,3620: SSTORE,Store write after unsafe call
3789,3789: SLOAD,Store read after unsafe call
4012,4012: SLOAD,Store read after unsafe call
4153,4153: SSTORE,Store write after unsafe call
4453,4453: SLOAD,Store read after unsafe call
4594,4594: SSTORE,Store write after unsafe call
4858,4858: SLOAD,Store read after unsafe call
4865,4865: SSTORE,Store write after unsafe call
4997,4997: SLOAD,Store read after unsafe call
5154,5154: SSTORE,Store write after unsafe call
5265,5265: SLOAD,Store read after unsafe call
5279,5279: SSTORE,Store write after unsafe call
5424,5424: SLOAD,Store read after unsafe call
5565,5565: SSTORE,Store write after unsafe call
5776,5776: SLOAD,Store read after unsafe call
5783,5783: SSTORE,Store write after unsafe call
5876,5876: SLOAD,Store read after unsafe call
6029,6029: SSTORE,Store write after unsafe call
6194,6194: SLOAD,Store read after unsafe call
6208,6208: SSTORE,Store write after unsafe call
6472,6472: SLOAD,Store read after unsafe call
6479,6479: SSTORE,Store write after unsafe call
6546,6546: SLOAD,Store read after unsafe call
6646,6646: SLOAD,Store read after unsafe call
6729,6729: SSTORE,Store write after unsafe call
7573,7573: SLOAD,Store read after unsafe call
7983,7983: SLOAD,Store read after unsafe call
8148,8148: SLOAD,Store read after unsafe call
8234,8234: SSTORE,Store write after unsafe call
8332,8332: SLOAD,Store read after unsafe call
8489,8489: SSTORE,Store write after unsafe call
8644,8644: SLOAD,Store read after unsafe call
8658,8658: SSTORE,Store write after unsafe call
8724,8724: SLOAD,Store read after unsafe call
8770,8770: SLOAD,Store read after unsafe call
8853,8853: SSTORE,Store write after unsafe call
9303,9303: SLOAD,Store read after unsafe call
9348,9348: SLOAD,Store read after unsafe call
9431,9431: SSTORE,Store write after unsafe call
