offset,opcode,detection
3208,3208: SLOAD,Store read after unsafe call
3215,3215: SSTORE,Store write after unsafe call
3313,3313: SLOAD,Store read after unsafe call
3320,3320: SSTORE,Store write after unsafe call
3424,3424: SLOAD,Store read after unsafe call
3431,3431: SSTORE,Store write after unsafe call
3641,3641: SLOAD,Store read after unsafe call
3648,3648: SSTORE,Store write after unsafe call
4092,4092: SLOAD,Store read after unsafe call
4191,4191: SSTORE,Store write after unsafe call
4257,4257: SLOAD,Store read after unsafe call
4302,4302: SLOAD,Store read after unsafe call
4385,4385: SSTORE,Store write after unsafe call
4597,4597: SLOAD,Store read after unsafe call
4700,4700: SSTORE,Store write after unsafe call
4766,4766: SLOAD,Store read after unsafe call
4812,4812: SLOAD,Store read after unsafe call
4895,4895: SSTORE,Store write after unsafe call
4988,4988: SLOAD,Store read after unsafe call
5087,5087: SSTORE,Store write after unsafe call
5198,5198: SLOAD,Store read after unsafe call
5212,5212: SSTORE,Store write after unsafe call
5304,5304: SLOAD,Store read after unsafe call
5461,5461: SSTORE,Store write after unsafe call
5680,5680: SLOAD,Store read after unsafe call
5821,5821: SSTORE,Store write after unsafe call
5986,5986: SLOAD,Store read after unsafe call
6127,6127: SSTORE,Store write after unsafe call
6273,6273: SLOAD,Store read after unsafe call
6414,6414: SSTORE,Store write after unsafe call
6545,6545: SLOAD,Store read after unsafe call
6702,6702: SSTORE,Store write after unsafe call
6852,6852: SLOAD,Store read after unsafe call
7005,7005: SSTORE,Store write after unsafe call
7152,7152: SLOAD,Store read after unsafe call
7293,7293: SSTORE,Store write after unsafe call
7392,7392: SLOAD,Store read after unsafe call
7545,7545: SSTORE,Store write after unsafe call
7710,7710: SLOAD,Store read after unsafe call
7724,7724: SSTORE,Store write after unsafe call
7988,7988: SLOAD,Store read after unsafe call
7995,7995: SSTORE,Store write after unsafe call
8446,8446: SLOAD,Store read after unsafe call
8453,8453: SSTORE,Store write after unsafe call
8518,8518: SLOAD,Store read after unsafe call
8618,8618: SLOAD,Store read after unsafe call
8701,8701: SSTORE,Store write after unsafe call
9136,9136: SLOAD,Store read after unsafe call
9293,9293: SSTORE,Store write after unsafe call
9504,9504: SLOAD,Store read after unsafe call
9511,9511: SSTORE,Store write after unsafe call
9622,9622: SLOAD,Store read after unsafe call
9636,9636: SSTORE,Store write after unsafe call
10030,10030: SLOAD,Store read after unsafe call
10076,10076: SLOAD,Store read after unsafe call
10159,10159: SSTORE,Store write after unsafe call
10456,10456: SLOAD,Store read after unsafe call
10559,10559: SSTORE,Store write after unsafe call
10657,10657: SLOAD,Store read after unsafe call
10664,10664: SSTORE,Store write after unsafe call
