offset,opcode,detection
2652,2652: SLOAD,Store read after unsafe call
2659,2659: SSTORE,Store write after unsafe call
2757,2757: SLOAD,Store read after unsafe call
2764,2764: SSTORE,Store write after unsafe call
2862,2862: SLOAD,Store read after unsafe call
2869,2869: SSTORE,Store write after unsafe call
3077,3077: SLOAD,Store read after unsafe call
3084,3084: SSTORE,Store write after unsafe call
3453,3453: SLOAD,Store read after unsafe call
3499,3499: SLOAD,Store read after unsafe call
3582,3582: SSTORE,Store write after unsafe call
3675,3675: SLOAD,Store read after unsafe call
3778,3778: SSTORE,Store write after unsafe call
3844,3844: SLOAD,Store read after unsafe call
3890,3890: SLOAD,Store read after unsafe call
3973,3973: SSTORE,Store write after unsafe call
4066,4066: SLOAD,Store read after unsafe call
4165,4165: SSTORE,Store write after unsafe call
4354,4354: SLOAD,Store read after unsafe call
4511,4511: SSTORE,Store write after unsafe call
4720,4720: SLOAD,Store read after unsafe call
4861,4861: SSTORE,Store write after unsafe call
5049,5049: SLOAD,Store read after unsafe call
5190,5190: SSTORE,Store write after unsafe call
5336,5336: SLOAD,Store read after unsafe call
5477,5477: SSTORE,Store write after unsafe call
5741,5741: SLOAD,Store read after unsafe call
5748,5748: SSTORE,Store write after unsafe call
5842,5842: SLOAD,Store read after unsafe call
5999,5999: SSTORE,Store write after unsafe call
6110,6110: SLOAD,Store read after unsafe call
6124,6124: SSTORE,Store write after unsafe call
6292,6292: SLOAD,Store read after unsafe call
6433,6433: SSTORE,Store write after unsafe call
6644,6644: SLOAD,Store read after unsafe call
6651,6651: SSTORE,Store write after unsafe call
6744,6744: SLOAD,Store read after unsafe call
6897,6897: SSTORE,Store write after unsafe call
7062,7062: SLOAD,Store read after unsafe call
7076,7076: SSTORE,Store write after unsafe call
7340,7340: SLOAD,Store read after unsafe call
7347,7347: SSTORE,Store write after unsafe call
7494,7494: SLOAD,Store read after unsafe call
7635,7635: SSTORE,Store write after unsafe call
7701,7701: SLOAD,Store read after unsafe call
7801,7801: SLOAD,Store read after unsafe call
7884,7884: SSTORE,Store write after unsafe call
7977,7977: SLOAD,Store read after unsafe call
8134,8134: SSTORE,Store write after unsafe call
8245,8245: SLOAD,Store read after unsafe call
8259,8259: SSTORE,Store write after unsafe call
8325,8325: SLOAD,Store read after unsafe call
8371,8371: SLOAD,Store read after unsafe call
8454,8454: SSTORE,Store write after unsafe call
9399,9399: SLOAD,Store read after unsafe call
9552,9552: SSTORE,Store write after unsafe call
9664,9664: SLOAD,Store read after unsafe call
9678,9678: SSTORE,Store write after unsafe call
9744,9744: SLOAD,Store read after unsafe call
9790,9790: SLOAD,Store read after unsafe call
9873,9873: SSTORE,Store write after unsafe call
9971,9971: SLOAD,Store read after unsafe call
9978,9978: SSTORE,Store write after unsafe call
