offset,opcode,detection
4596,4596: SLOAD,Store read after unsafe call
4642,4642: SLOAD,Store read after unsafe call
4725,4725: SSTORE,Store write after unsafe call
4823,4823: SLOAD,Store read after unsafe call
4830,4830: SSTORE,Store write after unsafe call
4928,4928: SLOAD,Store read after unsafe call
4935,4935: SSTORE,Store write after unsafe call
5373,5373: SLOAD,Store read after unsafe call
5380,5380: SSTORE,Store write after unsafe call
5520,5520: SLOAD,Store read after unsafe call
5527,5527: SSTORE,Store write after unsafe call
5719,5719: SLOAD,Store read after unsafe call
5733,5733: SSTORE,Store write after unsafe call
7638,7638: SLOAD,Store read after unsafe call
7645,7645: SSTORE,Store write after unsafe call
7762,7762: SLOAD,Store read after unsafe call
7861,7861: SSTORE,Store write after unsafe call
8493,8493: SLOAD,Store read after unsafe call
8539,8539: SLOAD,Store read after unsafe call
8622,8622: SSTORE,Store write after unsafe call
8760,8760: SLOAD,Store read after unsafe call
8863,8863: SSTORE,Store write after unsafe call
8929,8929: SLOAD,Store read after unsafe call
8975,8975: SLOAD,Store read after unsafe call
9058,9058: SSTORE,Store write after unsafe call
9151,9151: SLOAD,Store read after unsafe call
9250,9250: SSTORE,Store write after unsafe call
9461,9461: SLOAD,Store read after unsafe call
9468,9468: SSTORE,Store write after unsafe call
9579,9579: SLOAD,Store read after unsafe call
9593,9593: SSTORE,Store write after unsafe call
9685,9685: SLOAD,Store read after unsafe call
9842,9842: SSTORE,Store write after unsafe call
9974,9974: SLOAD,Store read after unsafe call
10077,10077: SSTORE,Store write after unsafe call
10460,10460: SLOAD,Store read after unsafe call
10601,10601: SSTORE,Store write after unsafe call
11169,11169: SLOAD,Store read after unsafe call
11310,11310: SSTORE,Store write after unsafe call
11456,11456: SLOAD,Store read after unsafe call
11597,11597: SSTORE,Store write after unsafe call
11743,11743: SLOAD,Store read after unsafe call
11884,11884: SSTORE,Store write after unsafe call
12148,12148: SLOAD,Store read after unsafe call
12155,12155: SSTORE,Store write after unsafe call
12287,12287: SLOAD,Store read after unsafe call
12444,12444: SSTORE,Store write after unsafe call
12555,12555: SLOAD,Store read after unsafe call
12569,12569: SSTORE,Store write after unsafe call
12823,12823: SLOAD,Store read after unsafe call
12976,12976: SSTORE,Store write after unsafe call
13123,13123: SLOAD,Store read after unsafe call
13264,13264: SSTORE,Store write after unsafe call
13475,13475: SLOAD,Store read after unsafe call
13482,13482: SSTORE,Store write after unsafe call
13575,13575: SLOAD,Store read after unsafe call
13728,13728: SSTORE,Store write after unsafe call
13893,13893: SLOAD,Store read after unsafe call
13907,13907: SSTORE,Store write after unsafe call
15034,15034: SLOAD,Store read after unsafe call
15041,15041: SSTORE,Store write after unsafe call
15289,15289: SLOAD,Store read after unsafe call
15430,15430: SSTORE,Store write after unsafe call
16896,16896: SLOAD,Store read after unsafe call
16903,16903: SSTORE,Store write after unsafe call
16968,16968: SLOAD,Store read after unsafe call
17068,17068: SLOAD,Store read after unsafe call
17151,17151: SSTORE,Store write after unsafe call
17250,17250: SLOAD,Store read after unsafe call
17407,17407: SSTORE,Store write after unsafe call
17618,17618: SLOAD,Store read after unsafe call
17625,17625: SSTORE,Store write after unsafe call
17736,17736: SLOAD,Store read after unsafe call
17750,17750: SSTORE,Store write after unsafe call
17951,17951: SLOAD,Store read after unsafe call
17997,17997: SLOAD,Store read after unsafe call
18080,18080: SSTORE,Store write after unsafe call
18173,18173: SLOAD,Store read after unsafe call
18272,18272: SSTORE,Store write after unsafe call
18365,18365: SLOAD,Store read after unsafe call
18518,18518: SSTORE,Store write after unsafe call
18953,18953: SLOAD,Store read after unsafe call
19056,19056: SSTORE,Store write after unsafe call
19166,19166: SLOAD,Store read after unsafe call
19180,19180: SSTORE,Store write after unsafe call
19246,19246: SLOAD,Store read after unsafe call
19292,19292: SLOAD,Store read after unsafe call
19375,19375: SSTORE,Store write after unsafe call
19473,19473: SLOAD,Store read after unsafe call
19480,19480: SSTORE,Store write after unsafe call
