offset,opcode,detection
4989,4989: SLOAD,Store read after unsafe call
5035,5035: SLOAD,Store read after unsafe call
5118,5118: SSTORE,Store write after unsafe call
5216,5216: SLOAD,Store read after unsafe call
5223,5223: SSTORE,Store write after unsafe call
5321,5321: SLOAD,Store read after unsafe call
5328,5328: SSTORE,Store write after unsafe call
5426,5426: SLOAD,Store read after unsafe call
5433,5433: SSTORE,Store write after unsafe call
5541,5541: SLOAD,Store read after unsafe call
5548,5548: SSTORE,Store write after unsafe call
5658,5658: SLOAD,Store read after unsafe call
5672,5672: SSTORE,Store write after unsafe call
6171,6171: SLOAD,Store read after unsafe call
6455,6455: SLOAD,Store read after unsafe call
6462,6462: SSTORE,Store write after unsafe call
6565,6565: SLOAD,Store read after unsafe call
6664,6664: SSTORE,Store write after unsafe call
6731,6731: SLOAD,Store read after unsafe call
6777,6777: SLOAD,Store read after unsafe call
6860,6860: SSTORE,Store write after unsafe call
7334,7334: SLOAD,Store read after unsafe call
7437,7437: SSTORE,Store write after unsafe call
7503,7503: SLOAD,Store read after unsafe call
7549,7549: SLOAD,Store read after unsafe call
7632,7632: SSTORE,Store write after unsafe call
7725,7725: SLOAD,Store read after unsafe call
7824,7824: SSTORE,Store write after unsafe call
8044,8044: SLOAD,Store read after unsafe call
8051,8051: SSTORE,Store write after unsafe call
8162,8162: SLOAD,Store read after unsafe call
8176,8176: SSTORE,Store write after unsafe call
8547,8547: SLOAD,Store read after unsafe call
8704,8704: SSTORE,Store write after unsafe call
8809,8809: SLOAD,Store read after unsafe call
8912,8912: SSTORE,Store write after unsafe call
9130,9130: SLOAD,Store read after unsafe call
9271,9271: SSTORE,Store write after unsafe call
9523,9523: SLOAD,Store read after unsafe call
9664,9664: SSTORE,Store write after unsafe call
10163,10163: SLOAD,Store read after unsafe call
10304,10304: SSTORE,Store write after unsafe call
10450,10450: SLOAD,Store read after unsafe call
10591,10591: SSTORE,Store write after unsafe call
10855,10855: SLOAD,Store read after unsafe call
10862,10862: SSTORE,Store write after unsafe call
10956,10956: SLOAD,Store read after unsafe call
11113,11113: SSTORE,Store write after unsafe call
11224,11224: SLOAD,Store read after unsafe call
11238,11238: SSTORE,Store write after unsafe call
12095,12095: SLOAD,Store read after unsafe call
12248,12248: SSTORE,Store write after unsafe call
12395,12395: SLOAD,Store read after unsafe call
12536,12536: SSTORE,Store write after unsafe call
12969,12969: SLOAD,Store read after unsafe call
12976,12976: SSTORE,Store write after unsafe call
13069,13069: SLOAD,Store read after unsafe call
13222,13222: SSTORE,Store write after unsafe call
13387,13387: SLOAD,Store read after unsafe call
13401,13401: SSTORE,Store write after unsafe call
13665,13665: SLOAD,Store read after unsafe call
13672,13672: SSTORE,Store write after unsafe call
13819,13819: SLOAD,Store read after unsafe call
13960,13960: SSTORE,Store write after unsafe call
14344,14344: SLOAD,Store read after unsafe call
14351,14351: SSTORE,Store write after unsafe call
14567,14567: SLOAD,Store read after unsafe call
14667,14667: SLOAD,Store read after unsafe call
14750,14750: SSTORE,Store write after unsafe call
14843,14843: SLOAD,Store read after unsafe call
15000,15000: SSTORE,Store write after unsafe call
15211,15211: SLOAD,Store read after unsafe call
15218,15218: SSTORE,Store write after unsafe call
15329,15329: SLOAD,Store read after unsafe call
15343,15343: SSTORE,Store write after unsafe call
15977,15977: SLOAD,Store read after unsafe call
16023,16023: SLOAD,Store read after unsafe call
16106,16106: SSTORE,Store write after unsafe call
16199,16199: SLOAD,Store read after unsafe call
16298,16298: SSTORE,Store write after unsafe call
16391,16391: SLOAD,Store read after unsafe call
16544,16544: SSTORE,Store write after unsafe call
16639,16639: SLOAD,Store read after unsafe call
16742,16742: SSTORE,Store write after unsafe call
16852,16852: SLOAD,Store read after unsafe call
16866,16866: SSTORE,Store write after unsafe call
17535,17535: SLOAD,Store read after unsafe call
17581,17581: SLOAD,Store read after unsafe call
17664,17664: SSTORE,Store write after unsafe call
18115,18115: SLOAD,Store read after unsafe call
18122,18122: SSTORE,Store write after unsafe call
18387,18387: SSTORE,Store write after unsafe call
19369,19369: SLOAD,Store read after unsafe call
19449,19449: SSTORE,Store write after unsafe call
19518,19518: SLOAD,Store read after unsafe call
19598,19598: SSTORE,Store write after unsafe call
20194,20194: SLOAD,Store read after unsafe call
22243,22243: SSTORE,Store write after unsafe call
22312,22312: SLOAD,Store read after unsafe call
22392,22392: SSTORE,Store write after unsafe call
22994,22994: SLOAD,Store read after unsafe call
23013,23013: SSTORE,Store write after unsafe call
23082,23082: SLOAD,Store read after unsafe call
23162,23162: SSTORE,Store write after unsafe call
