offset,opcode,detection
2504,2504: SLOAD,Store read after unsafe call
2511,2511: SSTORE,Store write after unsafe call
2615,2615: SLOAD,Store read after unsafe call
2622,2622: SSTORE,Store write after unsafe call
3131,3131: SLOAD,Store read after unsafe call
3138,3138: SSTORE,Store write after unsafe call
3482,3482: SLOAD,Store read after unsafe call
3528,3528: SLOAD,Store read after unsafe call
3611,3611: SSTORE,Store write after unsafe call
3704,3704: SLOAD,Store read after unsafe call
3803,3803: SSTORE,Store write after unsafe call
3896,3896: SLOAD,Store read after unsafe call
4053,4053: SSTORE,Store write after unsafe call
4757,4757: SLOAD,Store read after unsafe call
4898,4898: SSTORE,Store write after unsafe call
5044,5044: SLOAD,Store read after unsafe call
5185,5185: SSTORE,Store write after unsafe call
5296,5296: SLOAD,Store read after unsafe call
5310,5310: SSTORE,Store write after unsafe call
5613,5613: SLOAD,Store read after unsafe call
5754,5754: SSTORE,Store write after unsafe call
5965,5965: SLOAD,Store read after unsafe call
5972,5972: SSTORE,Store write after unsafe call
6065,6065: SLOAD,Store read after unsafe call
6218,6218: SSTORE,Store write after unsafe call
6383,6383: SLOAD,Store read after unsafe call
6397,6397: SSTORE,Store write after unsafe call
6513,6513: SLOAD,Store read after unsafe call
6670,6670: SSTORE,Store write after unsafe call
7139,7139: SLOAD,Store read after unsafe call
7153,7153: SSTORE,Store write after unsafe call
7256,7256: SLOAD,Store read after unsafe call
7302,7302: SLOAD,Store read after unsafe call
7385,7385: SSTORE,Store write after unsafe call
7483,7483: SLOAD,Store read after unsafe call
7490,7490: SSTORE,Store write after unsafe call
