offset,opcode,detection
1577,1577: SLOAD,Store read after unsafe call
1584,1584: SSTORE,Store write after unsafe call
1682,1682: SLOAD,Store read after unsafe call
1689,1689: SSTORE,Store write after unsafe call
1899,1899: SLOAD,Store read after unsafe call
1906,1906: SSTORE,Store write after unsafe call
2127,2127: SLOAD,Store read after unsafe call
2173,2173: SLOAD,Store read after unsafe call
2256,2256: SSTORE,Store write after unsafe call
2349,2349: SLOAD,Store read after unsafe call
2452,2452: SSTORE,Store write after unsafe call
2545,2545: SLOAD,Store read after unsafe call
2644,2644: SSTORE,Store write after unsafe call
2737,2737: SLOAD,Store read after unsafe call
2894,2894: SSTORE,Store write after unsafe call
3661,3661: SSTORE,Store write after unsafe call
3830,3830: SLOAD,Store read after unsafe call
4054,4054: SLOAD,Store read after unsafe call
4195,4195: SSTORE,Store write after unsafe call
4495,4495: SLOAD,Store read after unsafe call
4636,4636: SSTORE,Store write after unsafe call
4900,4900: SLOAD,Store read after unsafe call
4907,4907: SSTORE,Store write after unsafe call
5039,5039: SLOAD,Store read after unsafe call
5196,5196: SSTORE,Store write after unsafe call
5307,5307: SLOAD,Store read after unsafe call
5321,5321: SSTORE,Store write after unsafe call
5466,5466: SLOAD,Store read after unsafe call
5607,5607: SSTORE,Store write after unsafe call
5818,5818: SLOAD,Store read after unsafe call
5825,5825: SSTORE,Store write after unsafe call
5918,5918: SLOAD,Store read after unsafe call
6071,6071: SSTORE,Store write after unsafe call
6236,6236: SLOAD,Store read after unsafe call
6250,6250: SSTORE,Store write after unsafe call
6514,6514: SLOAD,Store read after unsafe call
6521,6521: SSTORE,Store write after unsafe call
6588,6588: SLOAD,Store read after unsafe call
6688,6688: SLOAD,Store read after unsafe call
6771,6771: SSTORE,Store write after unsafe call
7621,7621: SLOAD,Store read after unsafe call
8031,8031: SLOAD,Store read after unsafe call
8196,8196: SLOAD,Store read after unsafe call
8282,8282: SSTORE,Store write after unsafe call
8380,8380: SLOAD,Store read after unsafe call
8537,8537: SSTORE,Store write after unsafe call
8686,8686: SLOAD,Store read after unsafe call
8700,8700: SSTORE,Store write after unsafe call
8766,8766: SLOAD,Store read after unsafe call
8812,8812: SLOAD,Store read after unsafe call
8895,8895: SSTORE,Store write after unsafe call
9345,9345: SLOAD,Store read after unsafe call
9390,9390: SLOAD,Store read after unsafe call
9473,9473: SSTORE,Store write after unsafe call
