offset,opcode,detection
2297,2297: SLOAD,Store read after unsafe call
2304,2304: SSTORE,Store write after unsafe call
2408,2408: SLOAD,Store read after unsafe call
2415,2415: SSTORE,Store write after unsafe call
3289,3289: SLOAD,Store read after unsafe call
3296,3296: SSTORE,Store write after unsafe call
3406,3406: SLOAD,Store read after unsafe call
3452,3452: SLOAD,Store read after unsafe call
3535,3535: SSTORE,Store write after unsafe call
3628,3628: SLOAD,Store read after unsafe call
3727,3727: SSTORE,Store write after unsafe call
3857,3857: SLOAD,Store read after unsafe call
4014,4014: SSTORE,Store write after unsafe call
4233,4233: SLOAD,Store read after unsafe call
4374,4374: SSTORE,Store write after unsafe call
4520,4520: SLOAD,Store read after unsafe call
4661,4661: SSTORE,Store write after unsafe call
4754,4754: SLOAD,Store read after unsafe call
4911,4911: SSTORE,Store write after unsafe call
5022,5022: SLOAD,Store read after unsafe call
5036,5036: SSTORE,Store write after unsafe call
5339,5339: SLOAD,Store read after unsafe call
5480,5480: SSTORE,Store write after unsafe call
5691,5691: SLOAD,Store read after unsafe call
5698,5698: SSTORE,Store write after unsafe call
5791,5791: SLOAD,Store read after unsafe call
5944,5944: SSTORE,Store write after unsafe call
6109,6109: SLOAD,Store read after unsafe call
6123,6123: SSTORE,Store write after unsafe call
6559,6559: SLOAD,Store read after unsafe call
6716,6716: SSTORE,Store write after unsafe call
6827,6827: SLOAD,Store read after unsafe call
6841,6841: SSTORE,Store write after unsafe call
7042,7042: SLOAD,Store read after unsafe call
7088,7088: SLOAD,Store read after unsafe call
7171,7171: SSTORE,Store write after unsafe call
7268,7268: SLOAD,Store read after unsafe call
7275,7275: SSTORE,Store write after unsafe call
