offset,opcode,detection
3307,3307: SLOAD,Store read after unsafe call
3314,3314: SSTORE,Store write after unsafe call
3418,3418: SLOAD,Store read after unsafe call
3425,3425: SSTORE,Store write after unsafe call
4663,4663: SLOAD,Store read after unsafe call
4670,4670: SSTORE,Store write after unsafe call
4944,4944: SLOAD,Store read after unsafe call
5047,5047: SSTORE,Store write after unsafe call
5113,5113: SLOAD,Store read after unsafe call
5159,5159: SLOAD,Store read after unsafe call
5242,5242: SSTORE,Store write after unsafe call
5335,5335: SLOAD,Store read after unsafe call
5434,5434: SSTORE,Store write after unsafe call
5564,5564: SLOAD,Store read after unsafe call
5721,5721: SSTORE,Store write after unsafe call
5867,5867: SLOAD,Store read after unsafe call
6008,6008: SSTORE,Store write after unsafe call
6154,6154: SLOAD,Store read after unsafe call
6295,6295: SSTORE,Store write after unsafe call
6441,6441: SLOAD,Store read after unsafe call
6582,6582: SSTORE,Store write after unsafe call
6713,6713: SLOAD,Store read after unsafe call
6870,6870: SSTORE,Store write after unsafe call
6979,6979: SLOAD,Store read after unsafe call
6993,6993: SSTORE,Store write after unsafe call
7296,7296: SLOAD,Store read after unsafe call
7437,7437: SSTORE,Store write after unsafe call
7648,7648: SLOAD,Store read after unsafe call
7655,7655: SSTORE,Store write after unsafe call
7748,7748: SLOAD,Store read after unsafe call
7901,7901: SSTORE,Store write after unsafe call
8066,8066: SLOAD,Store read after unsafe call
8080,8080: SSTORE,Store write after unsafe call
9719,9719: SLOAD,Store read after unsafe call
9876,9876: SSTORE,Store write after unsafe call
9987,9987: SLOAD,Store read after unsafe call
10001,10001: SSTORE,Store write after unsafe call
10202,10202: SLOAD,Store read after unsafe call
10248,10248: SLOAD,Store read after unsafe call
10331,10331: SSTORE,Store write after unsafe call
10429,10429: SLOAD,Store read after unsafe call
10436,10436: SSTORE,Store write after unsafe call
