offset,opcode,detection
2122,2122: SLOAD,Store read after unsafe call
2129,2129: SSTORE,Store write after unsafe call
2237,2237: SLOAD,Store read after unsafe call
2244,2244: SSTORE,Store write after unsafe call
2454,2454: SLOAD,Store read after unsafe call
2461,2461: SSTORE,Store write after unsafe call
2585,2585: SLOAD,Store read after unsafe call
2631,2631: SLOAD,Store read after unsafe call
2714,2714: SSTORE,Store write after unsafe call
2807,2807: SLOAD,Store read after unsafe call
2906,2906: SSTORE,Store write after unsafe call
3037,3037: SLOAD,Store read after unsafe call
3194,3194: SSTORE,Store write after unsafe call
3451,3451: SLOAD,Store read after unsafe call
3592,3592: SSTORE,Store write after unsafe call
3738,3738: SLOAD,Store read after unsafe call
3879,3879: SSTORE,Store write after unsafe call
4009,4009: SLOAD,Store read after unsafe call
4165,4165: SSTORE,Store write after unsafe call
4276,4276: SLOAD,Store read after unsafe call
4290,4290: SSTORE,Store write after unsafe call
4593,4593: SLOAD,Store read after unsafe call
4734,4734: SSTORE,Store write after unsafe call
4945,4945: SLOAD,Store read after unsafe call
4952,4952: SSTORE,Store write after unsafe call
5045,5045: SLOAD,Store read after unsafe call
5198,5198: SSTORE,Store write after unsafe call
5363,5363: SLOAD,Store read after unsafe call
5377,5377: SSTORE,Store write after unsafe call
6437,6437: SLOAD,Store read after unsafe call
6594,6594: SSTORE,Store write after unsafe call
6705,6705: SLOAD,Store read after unsafe call
6719,6719: SSTORE,Store write after unsafe call
6785,6785: SLOAD,Store read after unsafe call
6831,6831: SLOAD,Store read after unsafe call
6914,6914: SSTORE,Store write after unsafe call
7012,7012: SLOAD,Store read after unsafe call
7019,7019: SSTORE,Store write after unsafe call
