offset,opcode,detection
2117,2117: SLOAD,Store read after unsafe call
2124,2124: SSTORE,Store write after unsafe call
2232,2232: SLOAD,Store read after unsafe call
2239,2239: SSTORE,Store write after unsafe call
2626,2626: SLOAD,Store read after unsafe call
2633,2633: SSTORE,Store write after unsafe call
2786,2786: SLOAD,Store read after unsafe call
2889,2889: SSTORE,Store write after unsafe call
2955,2955: SLOAD,Store read after unsafe call
3001,3001: SLOAD,Store read after unsafe call
3084,3084: SSTORE,Store write after unsafe call
3177,3177: SLOAD,Store read after unsafe call
3276,3276: SSTORE,Store write after unsafe call
3369,3369: SLOAD,Store read after unsafe call
3526,3526: SSTORE,Store write after unsafe call
3745,3745: SLOAD,Store read after unsafe call
3886,3886: SSTORE,Store write after unsafe call
4032,4032: SLOAD,Store read after unsafe call
4173,4173: SSTORE,Store write after unsafe call
4319,4319: SLOAD,Store read after unsafe call
4460,4460: SSTORE,Store write after unsafe call
4553,4553: SLOAD,Store read after unsafe call
4710,4710: SSTORE,Store write after unsafe call
4821,4821: SLOAD,Store read after unsafe call
4835,4835: SSTORE,Store write after unsafe call
5142,5142: SLOAD,Store read after unsafe call
5283,5283: SSTORE,Store write after unsafe call
5494,5494: SLOAD,Store read after unsafe call
5501,5501: SSTORE,Store write after unsafe call
5594,5594: SLOAD,Store read after unsafe call
5747,5747: SSTORE,Store write after unsafe call
5912,5912: SLOAD,Store read after unsafe call
5926,5926: SSTORE,Store write after unsafe call
6188,6188: SLOAD,Store read after unsafe call
6195,6195: SSTORE,Store write after unsafe call
6285,6285: SLOAD,Store read after unsafe call
6385,6385: SLOAD,Store read after unsafe call
6468,6468: SSTORE,Store write after unsafe call
6561,6561: SLOAD,Store read after unsafe call
6718,6718: SSTORE,Store write after unsafe call
6829,6829: SLOAD,Store read after unsafe call
6843,6843: SSTORE,Store write after unsafe call
7044,7044: SLOAD,Store read after unsafe call
7090,7090: SLOAD,Store read after unsafe call
7173,7173: SSTORE,Store write after unsafe call
7271,7271: SLOAD,Store read after unsafe call
7278,7278: SSTORE,Store write after unsafe call
