offset,opcode,detection
4102,4102: SLOAD,Store read after unsafe call
4109,4109: SSTORE,Store write after unsafe call
4207,4207: SLOAD,Store read after unsafe call
4214,4214: SSTORE,Store write after unsafe call
4318,4318: SLOAD,Store read after unsafe call
4325,4325: SSTORE,Store write after unsafe call
4834,4834: SLOAD,Store read after unsafe call
4841,4841: SSTORE,Store write after unsafe call
4927,4927: SLOAD,Store read after unsafe call
4973,4973: SLOAD,Store read after unsafe call
5056,5056: SSTORE,Store write after unsafe call
5413,5413: SLOAD,Store read after unsafe call
5516,5516: SSTORE,Store write after unsafe call
5582,5582: SLOAD,Store read after unsafe call
5628,5628: SLOAD,Store read after unsafe call
5711,5711: SSTORE,Store write after unsafe call
5804,5804: SLOAD,Store read after unsafe call
5903,5903: SSTORE,Store write after unsafe call
5996,5996: SLOAD,Store read after unsafe call
6153,6153: SSTORE,Store write after unsafe call
6247,6247: SLOAD,Store read after unsafe call
6350,6350: SSTORE,Store write after unsafe call
7443,7443: SLOAD,Store read after unsafe call
7584,7584: SSTORE,Store write after unsafe call
7736,7736: SLOAD,Store read after unsafe call
7877,7877: SSTORE,Store write after unsafe call
8023,8023: SLOAD,Store read after unsafe call
8164,8164: SSTORE,Store write after unsafe call
8428,8428: SLOAD,Store read after unsafe call
8435,8435: SSTORE,Store write after unsafe call
8567,8567: SLOAD,Store read after unsafe call
8724,8724: SSTORE,Store write after unsafe call
8835,8835: SLOAD,Store read after unsafe call
8849,8849: SSTORE,Store write after unsafe call
9098,9098: SLOAD,Store read after unsafe call
9250,9250: SSTORE,Store write after unsafe call
9397,9397: SLOAD,Store read after unsafe call
9538,9538: SSTORE,Store write after unsafe call
9749,9749: SLOAD,Store read after unsafe call
9756,9756: SSTORE,Store write after unsafe call
9849,9849: SLOAD,Store read after unsafe call
10002,10002: SSTORE,Store write after unsafe call
10167,10167: SLOAD,Store read after unsafe call
10181,10181: SSTORE,Store write after unsafe call
10445,10445: SLOAD,Store read after unsafe call
10452,10452: SSTORE,Store write after unsafe call
10599,10599: SLOAD,Store read after unsafe call
10740,10740: SSTORE,Store write after unsafe call
10859,10859: SLOAD,Store read after unsafe call
10959,10959: SLOAD,Store read after unsafe call
11042,11042: SSTORE,Store write after unsafe call
11167,11167: SLOAD,Store read after unsafe call
11324,11324: SSTORE,Store write after unsafe call
11435,11435: SLOAD,Store read after unsafe call
11449,11449: SSTORE,Store write after unsafe call
11552,11552: SLOAD,Store read after unsafe call
11598,11598: SLOAD,Store read after unsafe call
11681,11681: SSTORE,Store write after unsafe call
11769,11769: SLOAD,Store read after unsafe call
12200,12200: SLOAD,Store read after unsafe call
12353,12353: SSTORE,Store write after unsafe call
12805,12805: SLOAD,Store read after unsafe call
12819,12819: SSTORE,Store write after unsafe call
12885,12885: SLOAD,Store read after unsafe call
12931,12931: SLOAD,Store read after unsafe call
13014,13014: SSTORE,Store write after unsafe call
13112,13112: SLOAD,Store read after unsafe call
13119,13119: SSTORE,Store write after unsafe call
