offset,opcode,detection
3570,3570: SLOAD,Store read after unsafe call
3577,3577: SSTORE,Store write after unsafe call
3675,3675: SLOAD,Store read after unsafe call
3682,3682: SSTORE,Store write after unsafe call
3871,3871: SLOAD,Store read after unsafe call
3878,3878: SSTORE,Store write after unsafe call
4771,4771: SLOAD,Store read after unsafe call
4778,4778: SSTORE,Store write after unsafe call
4850,4850: SLOAD,Store read after unsafe call
4895,4895: SLOAD,Store read after unsafe call
4978,4978: SSTORE,Store write after unsafe call
5071,5071: SLOAD,Store read after unsafe call
5174,5174: SSTORE,Store write after unsafe call
5240,5240: SLOAD,Store read after unsafe call
5286,5286: SLOAD,Store read after unsafe call
5369,5369: SSTORE,Store write after unsafe call
5462,5462: SLOAD,Store read after unsafe call
5561,5561: SSTORE,Store write after unsafe call
5654,5654: SLOAD,Store read after unsafe call
5811,5811: SSTORE,Store write after unsafe call
5905,5905: SLOAD,Store read after unsafe call
6008,6008: SSTORE,Store write after unsafe call
6641,6641: SLOAD,Store read after unsafe call
6782,6782: SSTORE,Store write after unsafe call
6928,6928: SLOAD,Store read after unsafe call
7069,7069: SSTORE,Store write after unsafe call
7215,7215: SLOAD,Store read after unsafe call
7356,7356: SSTORE,Store write after unsafe call
7620,7620: SLOAD,Store read after unsafe call
7627,7627: SSTORE,Store write after unsafe call
7759,7759: SLOAD,Store read after unsafe call
7916,7916: SSTORE,Store write after unsafe call
8027,8027: SLOAD,Store read after unsafe call
8041,8041: SSTORE,Store write after unsafe call
8344,8344: SLOAD,Store read after unsafe call
8485,8485: SSTORE,Store write after unsafe call
8696,8696: SLOAD,Store read after unsafe call
8703,8703: SSTORE,Store write after unsafe call
8796,8796: SLOAD,Store read after unsafe call
8949,8949: SSTORE,Store write after unsafe call
9114,9114: SLOAD,Store read after unsafe call
9128,9128: SSTORE,Store write after unsafe call
9392,9392: SLOAD,Store read after unsafe call
9399,9399: SSTORE,Store write after unsafe call
9546,9546: SLOAD,Store read after unsafe call
9687,9687: SSTORE,Store write after unsafe call
10164,10164: SLOAD,Store read after unsafe call
10264,10264: SLOAD,Store read after unsafe call
10347,10347: SSTORE,Store write after unsafe call
10440,10440: SLOAD,Store read after unsafe call
10597,10597: SSTORE,Store write after unsafe call
11728,11728: SLOAD,Store read after unsafe call
11774,11774: SLOAD,Store read after unsafe call
11857,11857: SSTORE,Store write after unsafe call
11949,11949: SLOAD,Store read after unsafe call
12102,12102: SSTORE,Store write after unsafe call
12372,12372: SLOAD,Store read after unsafe call
12386,12386: SSTORE,Store write after unsafe call
12452,12452: SLOAD,Store read after unsafe call
12498,12498: SLOAD,Store read after unsafe call
12581,12581: SSTORE,Store write after unsafe call
12679,12679: SLOAD,Store read after unsafe call
12686,12686: SSTORE,Store write after unsafe call
