offset,opcode,detection
3197,3197: SLOAD,Store read after unsafe call
3204,3204: SSTORE,Store write after unsafe call
3308,3308: SLOAD,Store read after unsafe call
3315,3315: SSTORE,Store write after unsafe call
4553,4553: SLOAD,Store read after unsafe call
4560,4560: SSTORE,Store write after unsafe call
4810,4810: SLOAD,Store read after unsafe call
4913,4913: SSTORE,Store write after unsafe call
4979,4979: SLOAD,Store read after unsafe call
5025,5025: SLOAD,Store read after unsafe call
5108,5108: SSTORE,Store write after unsafe call
5201,5201: SLOAD,Store read after unsafe call
5300,5300: SSTORE,Store write after unsafe call
5393,5393: SLOAD,Store read after unsafe call
5550,5550: SSTORE,Store write after unsafe call
5769,5769: SLOAD,Store read after unsafe call
5910,5910: SSTORE,Store write after unsafe call
6056,6056: SLOAD,Store read after unsafe call
6197,6197: SSTORE,Store write after unsafe call
6343,6343: SLOAD,Store read after unsafe call
6484,6484: SSTORE,Store write after unsafe call
6615,6615: SLOAD,Store read after unsafe call
6772,6772: SSTORE,Store write after unsafe call
6881,6881: SLOAD,Store read after unsafe call
6895,6895: SSTORE,Store write after unsafe call
7198,7198: SLOAD,Store read after unsafe call
7339,7339: SSTORE,Store write after unsafe call
7550,7550: SLOAD,Store read after unsafe call
7557,7557: SSTORE,Store write after unsafe call
7650,7650: SLOAD,Store read after unsafe call
7803,7803: SSTORE,Store write after unsafe call
7968,7968: SLOAD,Store read after unsafe call
7982,7982: SSTORE,Store write after unsafe call
9478,9478: SLOAD,Store read after unsafe call
9578,9578: SLOAD,Store read after unsafe call
9661,9661: SSTORE,Store write after unsafe call
9870,9870: SLOAD,Store read after unsafe call
10027,10027: SSTORE,Store write after unsafe call
10138,10138: SLOAD,Store read after unsafe call
10152,10152: SSTORE,Store write after unsafe call
10353,10353: SLOAD,Store read after unsafe call
10399,10399: SLOAD,Store read after unsafe call
10482,10482: SSTORE,Store write after unsafe call
10580,10580: SLOAD,Store read after unsafe call
10587,10587: SSTORE,Store write after unsafe call
