offset,opcode,detection
1209,1209: SLOAD,Store read after unsafe call
1216,1216: SSTORE,Store write after unsafe call
1314,1314: SLOAD,Store read after unsafe call
1321,1321: SSTORE,Store write after unsafe call
1529,1529: SLOAD,Store read after unsafe call
1536,1536: SSTORE,Store write after unsafe call
1603,1603: SLOAD,Store read after unsafe call
1649,1649: SLOAD,Store read after unsafe call
1732,1732: SSTORE,Store write after unsafe call
1825,1825: SLOAD,Store read after unsafe call
1924,1924: SSTORE,Store write after unsafe call
2450,2450: SLOAD,Store read after unsafe call
2607,2607: SSTORE,Store write after unsafe call
3665,3665: SLOAD,Store read after unsafe call
3924,3924: SLOAD,Store read after unsafe call
4228,4228: SLOAD,Store read after unsafe call
4369,4369: SSTORE,Store write after unsafe call
4515,4515: SLOAD,Store read after unsafe call
4656,4656: SSTORE,Store write after unsafe call
4897,4897: SLOAD,Store read after unsafe call
4911,4911: SSTORE,Store write after unsafe call
5121,5121: SLOAD,Store read after unsafe call
5128,5128: SSTORE,Store write after unsafe call
5221,5221: SLOAD,Store read after unsafe call
5374,5374: SSTORE,Store write after unsafe call
5539,5539: SLOAD,Store read after unsafe call
5553,5553: SSTORE,Store write after unsafe call
5646,5646: SLOAD,Store read after unsafe call
5803,5803: SSTORE,Store write after unsafe call
5870,5870: SLOAD,Store read after unsafe call
5916,5916: SLOAD,Store read after unsafe call
5999,5999: SSTORE,Store write after unsafe call
6269,6269: SLOAD,Store read after unsafe call
6276,6276: SSTORE,Store write after unsafe call
