offset,opcode,detection
901,901: SLOAD,Store read after unsafe call
2564,2564: SLOAD,Store read after unsafe call
3496,3496: SLOAD,Store read after unsafe call
3564,3564: SLOAD,Store read after unsafe call
3622,3622: SLOAD,Store read after unsafe call
3837,3837: SLOAD,Store read after unsafe call
3900,3900: SLOAD,Store read after unsafe call
4097,4097: SLOAD,Store read after unsafe call
4150,4150: SSTORE,Store write after unsafe call
4158,4158: SLOAD,Store read after unsafe call
5114,5114: SLOAD,Store read after unsafe call
5182,5182: SLOAD,Store read after unsafe call
5240,5240: SLOAD,Store read after unsafe call
5455,5455: SLOAD,Store read after unsafe call
5518,5518: SLOAD,Store read after unsafe call
5715,5715: SLOAD,Store read after unsafe call
5768,5768: SSTORE,Store write after unsafe call
5776,5776: SLOAD,Store read after unsafe call
6091,6091: SLOAD,Store read after unsafe call
6645,6645: SLOAD,Store read after unsafe call
6713,6713: SLOAD,Store read after unsafe call
6771,6771: SLOAD,Store read after unsafe call
6986,6986: SLOAD,Store read after unsafe call
7049,7049: SLOAD,Store read after unsafe call
7246,7246: SLOAD,Store read after unsafe call
7299,7299: SSTORE,Store write after unsafe call
7307,7307: SLOAD,Store read after unsafe call
7654,7654: SLOAD,Store read after unsafe call
8098,8098: SLOAD,Store read after unsafe call
8166,8166: SLOAD,Store read after unsafe call
8224,8224: SLOAD,Store read after unsafe call
8439,8439: SLOAD,Store read after unsafe call
8502,8502: SLOAD,Store read after unsafe call
8699,8699: SLOAD,Store read after unsafe call
8752,8752: SSTORE,Store write after unsafe call
8760,8760: SLOAD,Store read after unsafe call
9022,9022: SLOAD,Store read after unsafe call
9075,9075: SSTORE,Store write after unsafe call
9214,9214: SLOAD,Store read after unsafe call
9267,9267: SSTORE,Store write after unsafe call
9406,9406: SLOAD,Store read after unsafe call
9459,9459: SSTORE,Store write after unsafe call
9598,9598: SLOAD,Store read after unsafe call
9651,9651: SSTORE,Store write after unsafe call
9790,9790: SLOAD,Store read after unsafe call
9843,9843: SSTORE,Store write after unsafe call
9920,9920: SLOAD,Store read after unsafe call
9973,9973: SSTORE,Store write after unsafe call
10050,10050: SLOAD,Store read after unsafe call
10103,10103: SSTORE,Store write after unsafe call
10150,10150: SLOAD,Store read after unsafe call
10207,10207: SSTORE,Store write after unsafe call
10220,10220: SSTORE,Store write after unsafe call
10242,10242: SSTORE,Store write after unsafe call
10296,10296: SSTORE,Store write after unsafe call
