offset,opcode,detection
3916,3916: SLOAD,Store read after unsafe call
4470,4470: SLOAD,Store read after unsafe call
5226,5226: SLOAD,Store read after unsafe call
5523,5523: SLOAD,Store read after unsafe call
5820,5820: SLOAD,Store read after unsafe call
6726,6726: SLOAD,Store read after unsafe call
7051,7051: SLOAD,Store read after unsafe call
7403,7403: SLOAD,Store read after unsafe call
7900,7900: SLOAD,Store read after unsafe call
8210,8210: SLOAD,Store read after unsafe call
8463,8463: SLOAD,Store read after unsafe call
8721,8721: SSTORE,Store write after unsafe call
10578,10578: SLOAD,Store read after unsafe call
11131,11131: SLOAD,Store read after unsafe call
11526,11526: SLOAD,Store read after unsafe call
11769,11769: SLOAD,Store read after unsafe call
11938,11938: SLOAD,Store read after unsafe call
12107,12107: SLOAD,Store read after unsafe call
12341,12341: SSTORE,Store write after unsafe call
14586,14586: SLOAD,Store read after unsafe call
14859,14859: SLOAD,Store read after unsafe call
15130,15130: SLOAD,Store read after unsafe call
15531,15531: SLOAD,Store read after unsafe call
15851,15851: SSTORE,Store write after unsafe call
16856,16856: SLOAD,Store read after unsafe call
17127,17127: SLOAD,Store read after unsafe call
17483,17483: SLOAD,Store read after unsafe call
17736,17736: SLOAD,Store read after unsafe call
18155,18155: SLOAD,Store read after unsafe call
18446,18446: SSTORE,Store write after unsafe call
20508,20508: SLOAD,Store read after unsafe call
21138,21138: SLOAD,Store read after unsafe call
21352,21352: SLOAD,Store read after unsafe call
21521,21521: SLOAD,Store read after unsafe call
21804,21804: SLOAD,Store read after unsafe call
22033,22033: SLOAD,Store read after unsafe call
22776,22776: SLOAD,Store read after unsafe call
23098,23098: SLOAD,Store read after unsafe call
23327,23327: SLOAD,Store read after unsafe call
23509,23509: SSTORE,Store write after unsafe call
24164,24164: SLOAD,Store read after unsafe call
24390,24390: SLOAD,Store read after unsafe call
24735,24735: SLOAD,Store read after unsafe call
25044,25044: SLOAD,Store read after unsafe call
25608,25608: SLOAD,Store read after unsafe call
25884,25884: SLOAD,Store read after unsafe call
26229,26229: SLOAD,Store read after unsafe call
26553,26553: SLOAD,Store read after unsafe call
26834,26834: SLOAD,Store read after unsafe call
27162,27162: SLOAD,Store read after unsafe call
27474,27474: SLOAD,Store read after unsafe call
27643,27643: SLOAD,Store read after unsafe call
27874,27874: SLOAD,Store read after unsafe call
28137,28137: SLOAD,Store read after unsafe call
28724,28724: SLOAD,Store read after unsafe call
29005,29005: SLOAD,Store read after unsafe call
29321,29321: SLOAD,Store read after unsafe call
29605,29605: SLOAD,Store read after unsafe call
