offset,opcode,detection
5760,5760: SLOAD,Store read after unsafe call
5774,5774: SSTORE,Store write after unsafe call
6000,6000: SSTORE,Store write after unsafe call
6007,6007: SLOAD,Store read after unsafe call
6370,6370: SLOAD,Store read after unsafe call
6384,6384: SSTORE,Store write after unsafe call
6580,6580: SLOAD,Store read after unsafe call
7319,7319: SLOAD,Store read after unsafe call
7640,7640: SLOAD,Store read after unsafe call
7672,7672: SLOAD,Store read after unsafe call
7860,7860: SLOAD,Store read after unsafe call
8117,8117: SSTORE,Store write after unsafe call
8352,8352: SLOAD,Store read after unsafe call
9543,9543: SLOAD,Store read after unsafe call
9557,9557: SSTORE,Store write after unsafe call
9989,9989: SLOAD,Store read after unsafe call
10003,10003: SSTORE,Store write after unsafe call
10337,10337: SLOAD,Store read after unsafe call
10653,10653: SLOAD,Store read after unsafe call
10971,10971: SLOAD,Store read after unsafe call
11256,11256: SSTORE,Store write after unsafe call
11394,11394: SLOAD,Store read after unsafe call
12196,12196: SSTORE,Store write after unsafe call
12392,12392: SLOAD,Store read after unsafe call
12406,12406: SSTORE,Store write after unsafe call
12458,12458: SLOAD,Store read after unsafe call
12531,12531: SLOAD,Store read after unsafe call
13322,13322: SLOAD,Store read after unsafe call
13536,13536: SSTORE,Store write after unsafe call
13845,13845: SLOAD,Store read after unsafe call
13859,13859: SSTORE,Store write after unsafe call
13953,13953: SLOAD,Store read after unsafe call
14272,14272: SLOAD,Store read after unsafe call
14286,14286: SSTORE,Store write after unsafe call
14684,14684: SLOAD,Store read after unsafe call
14819,14819: SLOAD,Store read after unsafe call
14833,14833: SSTORE,Store write after unsafe call
14991,14991: SLOAD,Store read after unsafe call
15005,15005: SSTORE,Store write after unsafe call
16535,16535: SLOAD,Store read after unsafe call
16907,16907: SLOAD,Store read after unsafe call
16921,16921: SSTORE,Store write after unsafe call
17186,17186: SLOAD,Store read after unsafe call
17200,17200: SSTORE,Store write after unsafe call
17214,17214: SLOAD,Store read after unsafe call
17230,17230: SLOAD,Store read after unsafe call
17274,17274: SLOAD,Store read after unsafe call
18086,18086: SLOAD,Store read after unsafe call
18235,18235: SLOAD,Store read after unsafe call
18371,18371: SLOAD,Store read after unsafe call
18575,18575: SSTORE,Store write after unsafe call
18743,18743: SSTORE,Store write after unsafe call
18852,18852: SLOAD,Store read after unsafe call
19427,19427: SLOAD,Store read after unsafe call
19441,19441: SSTORE,Store write after unsafe call
19557,19557: SLOAD,Store read after unsafe call
20026,20026: SLOAD,Store read after unsafe call
20040,20040: SSTORE,Store write after unsafe call
20436,20436: SLOAD,Store read after unsafe call
20803,20803: SLOAD,Store read after unsafe call
20913,20913: SLOAD,Store read after unsafe call
20976,20976: SLOAD,Store read after unsafe call
21013,21013: SLOAD,Store read after unsafe call
21107,21107: SSTORE,Store write after unsafe call
21117,21117: SLOAD,Store read after unsafe call
21191,21191: SLOAD,Store read after unsafe call
21568,21568: SLOAD,Store read after unsafe call
21582,21582: SSTORE,Store write after unsafe call
21669,21669: SLOAD,Store read after unsafe call
21705,21705: SLOAD,Store read after unsafe call
21776,21776: SLOAD,Store read after unsafe call
21914,21914: SLOAD,Store read after unsafe call
22024,22024: SLOAD,Store read after unsafe call
22055,22055: SLOAD,Store read after unsafe call
22340,22340: SLOAD,Store read after unsafe call
22393,22393: SSTORE,Store write after unsafe call
22820,22820: SLOAD,Store read after unsafe call
22834,22834: SSTORE,Store write after unsafe call
23082,23082: SLOAD,Store read after unsafe call
23635,23635: SLOAD,Store read after unsafe call
23781,23781: SLOAD,Store read after unsafe call
23995,23995: SSTORE,Store write after unsafe call
24103,24103: SLOAD,Store read after unsafe call
24717,24717: SLOAD,Store read after unsafe call
24731,24731: SSTORE,Store write after unsafe call
24982,24982: SLOAD,Store read after unsafe call
24996,24996: SSTORE,Store write after unsafe call
25446,25446: SLOAD,Store read after unsafe call
25460,25460: SSTORE,Store write after unsafe call
25477,25477: SLOAD,Store read after unsafe call
25586,25586: SLOAD,Store read after unsafe call
25650,25650: SLOAD,Store read after unsafe call
25658,25658: SSTORE,Store write after unsafe call
25755,25755: SLOAD,Store read after unsafe call
26130,26130: SLOAD,Store read after unsafe call
26237,26237: SLOAD,Store read after unsafe call
26645,26645: SLOAD,Store read after unsafe call
26968,26968: SSTORE,Store write after unsafe call
27162,27162: SLOAD,Store read after unsafe call
27854,27854: SLOAD,Store read after unsafe call
27905,27905: SLOAD,Store read after unsafe call
28028,28028: SSTORE,Store write after unsafe call
28440,28440: SLOAD,Store read after unsafe call
28763,28763: SLOAD,Store read after unsafe call
29170,29170: SLOAD,Store read after unsafe call
29402,29402: SLOAD,Store read after unsafe call
29649,29649: SSTORE,Store write after unsafe call
29884,29884: SLOAD,Store read after unsafe call
30182,30182: SLOAD,Store read after unsafe call
30609,30609: SLOAD,Store read after unsafe call
31077,31077: SLOAD,Store read after unsafe call
32439,32439: SLOAD,Store read after unsafe call
32872,32872: SLOAD,Store read after unsafe call
33467,33467: SLOAD,Store read after unsafe call
33970,33970: SLOAD,Store read after unsafe call
34027,34027: SSTORE,Store write after unsafe call
34040,34040: SSTORE,Store write after unsafe call
34062,34062: SSTORE,Store write after unsafe call
34290,34290: SSTORE,Store write after unsafe call
