offset,opcode,detection
1790,1790: SLOAD,Store read after unsafe call
1806,1806: SSTORE,Store write after unsafe call
1815,1815: SLOAD,Store read after unsafe call
1831,1831: SSTORE,Store write after unsafe call
3086,3086: SLOAD,Store read after unsafe call
3161,3161: SLOAD,Store read after unsafe call
3190,3190: SSTORE,Store write after unsafe call
4852,4852: SLOAD,Store read after unsafe call
4968,4968: SLOAD,Store read after unsafe call
5036,5036: SSTORE,Store write after unsafe call
5094,5094: SLOAD,Store read after unsafe call
5144,5144: SLOAD,Store read after unsafe call
6111,6111: SSTORE,Store write after unsafe call
7887,7887: SSTORE,Store write after unsafe call
8067,8067: SLOAD,Store read after unsafe call
8160,8160: SLOAD,Store read after unsafe call
8176,8176: SSTORE,Store write after unsafe call
8185,8185: SLOAD,Store read after unsafe call
8201,8201: SSTORE,Store write after unsafe call
8538,8538: SLOAD,Store read after unsafe call
8554,8554: SSTORE,Store write after unsafe call
8624,8624: SLOAD,Store read after unsafe call
8640,8640: SSTORE,Store write after unsafe call
