offset,opcode,detection
4055,4055: SLOAD,Store read after unsafe call
4069,4069: SSTORE,Store write after unsafe call
4608,4608: SLOAD,Store read after unsafe call
4706,4706: SLOAD,Store read after unsafe call
5201,5201: SLOAD,Store read after unsafe call
5892,5892: SLOAD,Store read after unsafe call
5945,5945: SSTORE,Store write after unsafe call
5978,5978: SLOAD,Store read after unsafe call
6031,6031: SSTORE,Store write after unsafe call
6219,6219: SLOAD,Store read after unsafe call
6279,6279: SLOAD,Store read after unsafe call
6527,6527: SLOAD,Store read after unsafe call
6565,6565: SLOAD,Store read after unsafe call
6579,6579: SSTORE,Store write after unsafe call
6679,6679: SLOAD,Store read after unsafe call
7000,7000: SLOAD,Store read after unsafe call
7281,7281: SLOAD,Store read after unsafe call
7295,7295: SSTORE,Store write after unsafe call
7471,7471: SLOAD,Store read after unsafe call
7926,7926: SLOAD,Store read after unsafe call
7979,7979: SSTORE,Store write after unsafe call
8084,8084: SLOAD,Store read after unsafe call
8649,8649: SLOAD,Store read after unsafe call
8702,8702: SSTORE,Store write after unsafe call
8774,8774: SLOAD,Store read after unsafe call
9091,9091: SLOAD,Store read after unsafe call
9536,9536: SLOAD,Store read after unsafe call
9815,9815: SLOAD,Store read after unsafe call
9879,9879: SLOAD,Store read after unsafe call
10082,10082: SLOAD,Store read after unsafe call
10416,10416: SLOAD,Store read after unsafe call
10430,10430: SSTORE,Store write after unsafe call
10454,10454: SLOAD,Store read after unsafe call
10697,10697: SLOAD,Store read after unsafe call
10718,10718: SSTORE,Store write after unsafe call
10734,10734: SLOAD,Store read after unsafe call
10935,10935: SLOAD,Store read after unsafe call
10988,10988: SSTORE,Store write after unsafe call
11038,11038: SLOAD,Store read after unsafe call
11299,11299: SLOAD,Store read after unsafe call
11434,11434: SLOAD,Store read after unsafe call
12116,12116: SSTORE,Store write after unsafe call
12353,12353: SSTORE,Store write after unsafe call
12583,12583: SLOAD,Store read after unsafe call
12736,12736: SLOAD,Store read after unsafe call
12868,12868: SLOAD,Store read after unsafe call
13451,13451: SLOAD,Store read after unsafe call
13472,13472: SSTORE,Store write after unsafe call
13500,13500: SLOAD,Store read after unsafe call
13667,13667: SLOAD,Store read after unsafe call
13689,13689: SLOAD,Store read after unsafe call
13802,13802: SLOAD,Store read after unsafe call
14026,14026: SLOAD,Store read after unsafe call
14230,14230: SLOAD,Store read after unsafe call
14397,14397: SLOAD,Store read after unsafe call
14419,14419: SLOAD,Store read after unsafe call
14630,14630: SLOAD,Store read after unsafe call
14958,14958: SLOAD,Store read after unsafe call
15103,15103: SLOAD,Store read after unsafe call
15255,15255: SLOAD,Store read after unsafe call
15298,15298: SLOAD,Store read after unsafe call
15450,15450: SLOAD,Store read after unsafe call
15606,15606: SLOAD,Store read after unsafe call
15881,15881: SLOAD,Store read after unsafe call
17506,17506: SLOAD,Store read after unsafe call
17567,17567: SLOAD,Store read after unsafe call
17590,17590: SLOAD,Store read after unsafe call
17612,17612: SLOAD,Store read after unsafe call
17808,17808: SLOAD,Store read after unsafe call
17830,17830: SLOAD,Store read after unsafe call
18388,18388: SLOAD,Store read after unsafe call
18563,18563: SLOAD,Store read after unsafe call
18622,18622: SLOAD,Store read after unsafe call
19072,19072: SLOAD,Store read after unsafe call
19133,19133: SLOAD,Store read after unsafe call
19341,19341: SLOAD,Store read after unsafe call
19577,19577: SLOAD,Store read after unsafe call
19660,19660: SSTORE,Store write after unsafe call
19830,19830: SLOAD,Store read after unsafe call
