offset,opcode,detection
5712,5712: SLOAD,Store read after unsafe call
5733,5733: SLOAD,Store read after unsafe call
5786,5786: SLOAD,Store read after unsafe call
6151,6151: SLOAD,Store read after unsafe call
6320,6320: SLOAD,Store read after unsafe call
7207,7207: SLOAD,Store read after unsafe call
7303,7303: SLOAD,Store read after unsafe call
7347,7347: SLOAD,Store read after unsafe call
7583,7583: SLOAD,Store read after unsafe call
7604,7604: SLOAD,Store read after unsafe call
7646,7646: SLOAD,Store read after unsafe call
9235,9235: SLOAD,Store read after unsafe call
9288,9288: SSTORE,Store write after unsafe call
9308,9308: SLOAD,Store read after unsafe call
9323,9323: SSTORE,Store write after unsafe call
9343,9343: SLOAD,Store read after unsafe call
9358,9358: SSTORE,Store write after unsafe call
9612,9612: SLOAD,Store read after unsafe call
9626,9626: SSTORE,Store write after unsafe call
9787,9787: SLOAD,Store read after unsafe call
11064,11064: SSTORE,Store write after unsafe call
11459,11459: SLOAD,Store read after unsafe call
11806,11806: SLOAD,Store read after unsafe call
11820,11820: SSTORE,Store write after unsafe call
11914,11914: SLOAD,Store read after unsafe call
12484,12484: SLOAD,Store read after unsafe call
12620,12620: SLOAD,Store read after unsafe call
12634,12634: SSTORE,Store write after unsafe call
12980,12980: SLOAD,Store read after unsafe call
13033,13033: SSTORE,Store write after unsafe call
13119,13119: SLOAD,Store read after unsafe call
13202,13202: SSTORE,Store write after unsafe call
13210,13210: SLOAD,Store read after unsafe call
13229,13229: SSTORE,Store write after unsafe call
13331,13331: SLOAD,Store read after unsafe call
13345,13345: SSTORE,Store write after unsafe call
13987,13987: SLOAD,Store read after unsafe call
14001,14001: SSTORE,Store write after unsafe call
14085,14085: SLOAD,Store read after unsafe call
14170,14170: SLOAD,Store read after unsafe call
14419,14419: SLOAD,Store read after unsafe call
14433,14433: SSTORE,Store write after unsafe call
14760,14760: SLOAD,Store read after unsafe call
14795,14795: SLOAD,Store read after unsafe call
14809,14809: SSTORE,Store write after unsafe call
17605,17605: SLOAD,Store read after unsafe call
18141,18141: SLOAD,Store read after unsafe call
18221,18221: SSTORE,Store write after unsafe call
18290,18290: SLOAD,Store read after unsafe call
18370,18370: SSTORE,Store write after unsafe call
18736,18736: SLOAD,Store read after unsafe call
18757,18757: SSTORE,Store write after unsafe call
19095,19095: SLOAD,Store read after unsafe call
19114,19114: SSTORE,Store write after unsafe call
19183,19183: SLOAD,Store read after unsafe call
19263,19263: SSTORE,Store write after unsafe call
19860,19860: SLOAD,Store read after unsafe call
20025,20025: SLOAD,Store read after unsafe call
20570,20570: SLOAD,Store read after unsafe call
20589,20589: SSTORE,Store write after unsafe call
20702,20702: SLOAD,Store read after unsafe call
20837,20837: SLOAD,Store read after unsafe call
20997,20997: SLOAD,Store read after unsafe call
21038,21038: SLOAD,Store read after unsafe call
21060,21060: SLOAD,Store read after unsafe call
21407,21407: SLOAD,Store read after unsafe call
21487,21487: SSTORE,Store write after unsafe call
21495,21495: SLOAD,Store read after unsafe call
21514,21514: SSTORE,Store write after unsafe call
23161,23161: SLOAD,Store read after unsafe call
23174,23174: SLOAD,Store read after unsafe call
23301,23301: SSTORE,Store write after unsafe call
23312,23312: SLOAD,Store read after unsafe call
23338,23338: SLOAD,Store read after unsafe call
23391,23391: SSTORE,Store write after unsafe call
23398,23398: SLOAD,Store read after unsafe call
23429,23429: SLOAD,Store read after unsafe call
23538,23538: SSTORE,Store write after unsafe call
23680,23680: SLOAD,Store read after unsafe call
23721,23721: SLOAD,Store read after unsafe call
23891,23891: SLOAD,Store read after unsafe call
23912,23912: SSTORE,Store write after unsafe call
24182,24182: SLOAD,Store read after unsafe call
25235,25235: SLOAD,Store read after unsafe call
25292,25292: SSTORE,Store write after unsafe call
25305,25305: SSTORE,Store write after unsafe call
25327,25327: SSTORE,Store write after unsafe call
25381,25381: SSTORE,Store write after unsafe call
