offset,opcode,detection
1302,1302: SLOAD,Store read after unsafe call
1393,1393: SLOAD,Store read after unsafe call
1432,1432: SLOAD,Store read after unsafe call
1475,1475: SLOAD,Store read after unsafe call
1499,1499: SLOAD,Store read after unsafe call
1630,1630: SSTORE,Store write after unsafe call
1658,1658: SLOAD,Store read after unsafe call
1690,1690: SLOAD,Store read after unsafe call
1718,1718: SLOAD,Store read after unsafe call
1774,1774: SLOAD,Store read after unsafe call
1838,1838: SLOAD,Store read after unsafe call
1845,1845: SSTORE,Store write after unsafe call
1890,1890: SLOAD,Store read after unsafe call
1914,1914: SLOAD,Store read after unsafe call
5173,5173: SLOAD,Store read after unsafe call
5264,5264: SLOAD,Store read after unsafe call
5303,5303: SLOAD,Store read after unsafe call
5346,5346: SLOAD,Store read after unsafe call
5377,5377: SLOAD,Store read after unsafe call
5490,5490: SLOAD,Store read after unsafe call
5539,5539: SLOAD,Store read after unsafe call
5570,5570: SLOAD,Store read after unsafe call
5615,5615: SLOAD,Store read after unsafe call
5655,5655: SLOAD,Store read after unsafe call
5749,5749: SSTORE,Store write after unsafe call
5796,5796: SLOAD,Store read after unsafe call
7519,7519: SLOAD,Store read after unsafe call
7610,7610: SLOAD,Store read after unsafe call
7885,7885: SLOAD,Store read after unsafe call
7892,7892: SSTORE,Store write after unsafe call
7933,7933: SLOAD,Store read after unsafe call
7983,7983: SLOAD,Store read after unsafe call
8030,8030: SLOAD,Store read after unsafe call
8271,8271: SLOAD,Store read after unsafe call
8318,8318: SLOAD,Store read after unsafe call
8580,8580: SLOAD,Store read after unsafe call
9806,9806: SLOAD,Store read after unsafe call
12279,12279: SLOAD,Store read after unsafe call
12386,12386: SLOAD,Store read after unsafe call
12418,12418: SLOAD,Store read after unsafe call
12657,12657: SLOAD,Store read after unsafe call
12689,12689: SLOAD,Store read after unsafe call
