offset,opcode,detection
3096,3096: SLOAD,Store read after unsafe call
8311,8311: SSTORE,Store write after unsafe call
8789,8789: SLOAD,Store read after unsafe call
8869,8869: SSTORE,Store write after unsafe call
8937,8937: SLOAD,Store read after unsafe call
9016,9016: SSTORE,Store write after unsafe call
9632,9632: SLOAD,Store read after unsafe call
9651,9651: SSTORE,Store write after unsafe call
9719,9719: SLOAD,Store read after unsafe call
9798,9798: SSTORE,Store write after unsafe call
10142,10142: SLOAD,Store read after unsafe call
10222,10222: SSTORE,Store write after unsafe call
10230,10230: SLOAD,Store read after unsafe call
10249,10249: SSTORE,Store write after unsafe call
10520,10520: SLOAD,Store read after unsafe call
10562,10562: SLOAD,Store read after unsafe call
10713,10713: SLOAD,Store read after unsafe call
10739,10739: SSTORE,Store write after unsafe call
11071,11071: SLOAD,Store read after unsafe call
11302,11302: SLOAD,Store read after unsafe call
