offset,opcode,detection
3291,3291: SLOAD,Store read after unsafe call
7109,7109: SLOAD,Store read after unsafe call
8217,8217: SLOAD,Store read after unsafe call
8434,8434: SLOAD,Store read after unsafe call
8834,8834: SLOAD,Store read after unsafe call
9045,9045: SLOAD,Store read after unsafe call
10739,10739: SSTORE,Store write after unsafe call
11172,11172: SSTORE,Store write after unsafe call
11645,11645: SSTORE,Store write after unsafe call
12133,12133: SSTORE,Store write after unsafe call
12627,12627: SSTORE,Store write after unsafe call
12821,12821: SLOAD,Store read after unsafe call
13016,13016: SLOAD,Store read after unsafe call
14897,14897: SLOAD,Store read after unsafe call
14911,14911: SSTORE,Store write after unsafe call
15352,15352: SSTORE,Store write after unsafe call
15614,15614: SLOAD,Store read after unsafe call
15628,15628: SSTORE,Store write after unsafe call
15840,15840: SSTORE,Store write after unsafe call
16443,16443: SLOAD,Store read after unsafe call
16500,16500: SSTORE,Store write after unsafe call
16513,16513: SSTORE,Store write after unsafe call
16535,16535: SSTORE,Store write after unsafe call
16589,16589: SSTORE,Store write after unsafe call
