offset,opcode,detection
2776,2776: SLOAD,Store read after unsafe call
2858,2858: SLOAD,Store read after unsafe call
2938,2938: SSTORE,Store write after unsafe call
3007,3007: SLOAD,Store read after unsafe call
3087,3087: SSTORE,Store write after unsafe call
3217,3217: SLOAD,Store read after unsafe call
3358,3358: SSTORE,Store write after unsafe call
3817,3817: SLOAD,Store read after unsafe call
3897,3897: SSTORE,Store write after unsafe call
3905,3905: SLOAD,Store read after unsafe call
3924,3924: SSTORE,Store write after unsafe call
4270,4270: SLOAD,Store read after unsafe call
4583,4583: SLOAD,Store read after unsafe call
4874,4874: SLOAD,Store read after unsafe call
4952,4952: SLOAD,Store read after unsafe call
5957,5957: SLOAD,Store read after unsafe call
6001,6001: SLOAD,Store read after unsafe call
6020,6020: SSTORE,Store write after unsafe call
6036,6036: SLOAD,Store read after unsafe call
6191,6191: SLOAD,Store read after unsafe call
6305,6305: SSTORE,Store write after unsafe call
6313,6313: SLOAD,Store read after unsafe call
6332,6332: SSTORE,Store write after unsafe call
6965,6965: SLOAD,Store read after unsafe call
7045,7045: SSTORE,Store write after unsafe call
7053,7053: SLOAD,Store read after unsafe call
7072,7072: SSTORE,Store write after unsafe call
7440,7440: SLOAD,Store read after unsafe call
7520,7520: SSTORE,Store write after unsafe call
7589,7589: SLOAD,Store read after unsafe call
7669,7669: SSTORE,Store write after unsafe call
8103,8103: SLOAD,Store read after unsafe call
8205,8205: SLOAD,Store read after unsafe call
8285,8285: SSTORE,Store write after unsafe call
8293,8293: SLOAD,Store read after unsafe call
8312,8312: SSTORE,Store write after unsafe call
8606,8606: SLOAD,Store read after unsafe call
9322,9322: SLOAD,Store read after unsafe call
9400,9400: SLOAD,Store read after unsafe call
9492,9492: SLOAD,Store read after unsafe call
9576,9576: SLOAD,Store read after unsafe call
9642,9642: SSTORE,Store write after unsafe call
10071,10071: SSTORE,Store write after unsafe call
10277,10277: SLOAD,Store read after unsafe call
10659,10659: SSTORE,Store write after unsafe call
10864,10864: SLOAD,Store read after unsafe call
