offset,opcode,detection
4875,4875: SLOAD,Store read after unsafe call
4889,4889: SSTORE,Store write after unsafe call
5428,5428: SLOAD,Store read after unsafe call
5526,5526: SLOAD,Store read after unsafe call
6047,6047: SLOAD,Store read after unsafe call
6738,6738: SLOAD,Store read after unsafe call
6791,6791: SSTORE,Store write after unsafe call
6824,6824: SLOAD,Store read after unsafe call
6877,6877: SSTORE,Store write after unsafe call
6927,6927: SLOAD,Store read after unsafe call
6941,6941: SSTORE,Store write after unsafe call
7065,7065: SLOAD,Store read after unsafe call
7125,7125: SLOAD,Store read after unsafe call
7373,7373: SLOAD,Store read after unsafe call
7411,7411: SLOAD,Store read after unsafe call
7425,7425: SSTORE,Store write after unsafe call
7525,7525: SLOAD,Store read after unsafe call
7706,7706: SLOAD,Store read after unsafe call
7720,7720: SSTORE,Store write after unsafe call
7846,7846: SLOAD,Store read after unsafe call
8127,8127: SLOAD,Store read after unsafe call
8141,8141: SSTORE,Store write after unsafe call
8323,8323: SLOAD,Store read after unsafe call
8778,8778: SLOAD,Store read after unsafe call
8831,8831: SSTORE,Store write after unsafe call
8936,8936: SLOAD,Store read after unsafe call
8965,8965: SSTORE,Store write after unsafe call
9051,9051: SLOAD,Store read after unsafe call
9072,9072: SSTORE,Store write after unsafe call
9695,9695: SLOAD,Store read after unsafe call
9748,9748: SSTORE,Store write after unsafe call
9783,9783: SLOAD,Store read after unsafe call
9804,9804: SSTORE,Store write after unsafe call
9929,9929: SSTORE,Store write after unsafe call
10014,10014: SLOAD,Store read after unsafe call
10262,10262: SLOAD,Store read after unsafe call
10481,10481: SLOAD,Store read after unsafe call
10877,10877: SLOAD,Store read after unsafe call
11112,11112: SLOAD,Store read after unsafe call
11178,11178: SLOAD,Store read after unsafe call
11330,11330: SLOAD,Store read after unsafe call
11468,11468: SLOAD,Store read after unsafe call
11489,11489: SSTORE,Store write after unsafe call
11554,11554: SSTORE,Store write after unsafe call
11765,11765: SLOAD,Store read after unsafe call
11927,11927: SLOAD,Store read after unsafe call
11957,11957: SLOAD,Store read after unsafe call
11971,11971: SSTORE,Store write after unsafe call
12206,12206: SLOAD,Store read after unsafe call
12270,12270: SLOAD,Store read after unsafe call
12473,12473: SLOAD,Store read after unsafe call
12807,12807: SLOAD,Store read after unsafe call
12821,12821: SSTORE,Store write after unsafe call
12851,12851: SLOAD,Store read after unsafe call
13094,13094: SLOAD,Store read after unsafe call
13115,13115: SSTORE,Store write after unsafe call
13131,13131: SLOAD,Store read after unsafe call
13332,13332: SLOAD,Store read after unsafe call
13385,13385: SSTORE,Store write after unsafe call
13457,13457: SLOAD,Store read after unsafe call
13718,13718: SLOAD,Store read after unsafe call
13853,13853: SLOAD,Store read after unsafe call
14199,14199: SLOAD,Store read after unsafe call
14535,14535: SSTORE,Store write after unsafe call
14772,14772: SSTORE,Store write after unsafe call
15002,15002: SLOAD,Store read after unsafe call
15155,15155: SLOAD,Store read after unsafe call
15287,15287: SLOAD,Store read after unsafe call
15870,15870: SLOAD,Store read after unsafe call
15891,15891: SSTORE,Store write after unsafe call
16044,16044: SLOAD,Store read after unsafe call
16211,16211: SLOAD,Store read after unsafe call
16233,16233: SLOAD,Store read after unsafe call
16346,16346: SLOAD,Store read after unsafe call
16570,16570: SLOAD,Store read after unsafe call
16774,16774: SLOAD,Store read after unsafe call
16941,16941: SLOAD,Store read after unsafe call
16963,16963: SLOAD,Store read after unsafe call
17174,17174: SLOAD,Store read after unsafe call
17502,17502: SLOAD,Store read after unsafe call
18759,18759: SLOAD,Store read after unsafe call
18911,18911: SLOAD,Store read after unsafe call
18954,18954: SLOAD,Store read after unsafe call
19106,19106: SLOAD,Store read after unsafe call
19262,19262: SLOAD,Store read after unsafe call
19537,19537: SLOAD,Store read after unsafe call
20192,20192: SLOAD,Store read after unsafe call
20253,20253: SLOAD,Store read after unsafe call
20276,20276: SLOAD,Store read after unsafe call
20298,20298: SLOAD,Store read after unsafe call
20494,20494: SLOAD,Store read after unsafe call
20516,20516: SLOAD,Store read after unsafe call
21074,21074: SLOAD,Store read after unsafe call
21249,21249: SLOAD,Store read after unsafe call
21308,21308: SLOAD,Store read after unsafe call
21758,21758: SLOAD,Store read after unsafe call
21819,21819: SLOAD,Store read after unsafe call
22027,22027: SLOAD,Store read after unsafe call
22263,22263: SLOAD,Store read after unsafe call
22346,22346: SSTORE,Store write after unsafe call
22516,22516: SLOAD,Store read after unsafe call
