offset,opcode,detection
4651,4651: SSTORE,Store write after unsafe call
5311,5311: SSTORE,Store write after unsafe call
6412,6412: SLOAD,Store read after unsafe call
6760,6760: SLOAD,Store read after unsafe call
6818,6818: SSTORE,Store write after unsafe call
6921,6921: SSTORE,Store write after unsafe call
7668,7668: SLOAD,Store read after unsafe call
8307,8307: SLOAD,Store read after unsafe call
8365,8365: SSTORE,Store write after unsafe call
8492,8492: SSTORE,Store write after unsafe call
9060,9060: SLOAD,Store read after unsafe call
9311,9311: SSTORE,Store write after unsafe call
10901,10901: SSTORE,Store write after unsafe call
12026,12026: SLOAD,Store read after unsafe call
12218,12218: SLOAD,Store read after unsafe call
12225,12225: SSTORE,Store write after unsafe call
12328,12328: SLOAD,Store read after unsafe call
12335,12335: SSTORE,Store write after unsafe call
12475,12475: SSTORE,Store write after unsafe call
12544,12544: SLOAD,Store read after unsafe call
12970,12970: SLOAD,Store read after unsafe call
13050,13050: SSTORE,Store write after unsafe call
13119,13119: SLOAD,Store read after unsafe call
13199,13199: SSTORE,Store write after unsafe call
13315,13315: SLOAD,Store read after unsafe call
13530,13530: SLOAD,Store read after unsafe call
13657,13657: SLOAD,Store read after unsafe call
13776,13776: SSTORE,Store write after unsafe call
13892,13892: SLOAD,Store read after unsafe call
13911,13911: SSTORE,Store write after unsafe call
13980,13980: SLOAD,Store read after unsafe call
14060,14060: SSTORE,Store write after unsafe call
14260,14260: SLOAD,Store read after unsafe call
14340,14340: SSTORE,Store write after unsafe call
14348,14348: SLOAD,Store read after unsafe call
14367,14367: SSTORE,Store write after unsafe call
