offset,opcode,detection
5540,5540: SLOAD,Store read after unsafe call
6070,6070: SLOAD,Store read after unsafe call
6192,6192: SLOAD,Store read after unsafe call
6453,6453: SLOAD,Store read after unsafe call
6622,6622: SLOAD,Store read after unsafe call
6636,6636: SSTORE,Store write after unsafe call
6877,6877: SLOAD,Store read after unsafe call
6913,6913: SLOAD,Store read after unsafe call
6952,6952: SLOAD,Store read after unsafe call
6970,6970: SLOAD,Store read after unsafe call
7009,7009: SLOAD,Store read after unsafe call
7030,7030: SLOAD,Store read after unsafe call
7669,7669: SLOAD,Store read after unsafe call
7683,7683: SSTORE,Store write after unsafe call
9497,9497: SLOAD,Store read after unsafe call
9518,9518: SLOAD,Store read after unsafe call
9573,9573: SLOAD,Store read after unsafe call
9735,9735: SLOAD,Store read after unsafe call
9749,9749: SSTORE,Store write after unsafe call
10028,10028: SLOAD,Store read after unsafe call
10081,10081: SSTORE,Store write after unsafe call
10207,10207: SSTORE,Store write after unsafe call
10219,10219: SLOAD,Store read after unsafe call
10328,10328: SLOAD,Store read after unsafe call
10342,10342: SSTORE,Store write after unsafe call
10861,10861: SLOAD,Store read after unsafe call
11054,11054: SLOAD,Store read after unsafe call
11414,11414: SLOAD,Store read after unsafe call
11937,11937: SLOAD,Store read after unsafe call
11951,11951: SSTORE,Store write after unsafe call
12047,12047: SLOAD,Store read after unsafe call
12785,12785: SLOAD,Store read after unsafe call
12924,12924: SLOAD,Store read after unsafe call
12938,12938: SSTORE,Store write after unsafe call
13832,13832: SLOAD,Store read after unsafe call
14031,14031: SLOAD,Store read after unsafe call
14159,14159: SLOAD,Store read after unsafe call
14391,14391: SLOAD,Store read after unsafe call
14509,14509: SLOAD,Store read after unsafe call
14627,14627: SLOAD,Store read after unsafe call
14828,14828: SLOAD,Store read after unsafe call
15064,15064: SLOAD,Store read after unsafe call
15078,15078: SSTORE,Store write after unsafe call
15114,15114: SLOAD,Store read after unsafe call
15232,15232: SLOAD,Store read after unsafe call
15468,15468: SLOAD,Store read after unsafe call
15482,15482: SSTORE,Store write after unsafe call
15509,15509: SLOAD,Store read after unsafe call
15531,15531: SLOAD,Store read after unsafe call
15549,15549: SLOAD,Store read after unsafe call
15588,15588: SLOAD,Store read after unsafe call
15739,15739: SLOAD,Store read after unsafe call
15792,15792: SSTORE,Store write after unsafe call
15887,15887: SSTORE,Store write after unsafe call
15977,15977: SLOAD,Store read after unsafe call
16043,16043: SLOAD,Store read after unsafe call
16057,16057: SSTORE,Store write after unsafe call
17125,17125: SLOAD,Store read after unsafe call
17300,17300: SLOAD,Store read after unsafe call
17686,17686: SLOAD,Store read after unsafe call
17709,17709: SSTORE,Store write after unsafe call
17754,17754: SLOAD,Store read after unsafe call
17775,17775: SSTORE,Store write after unsafe call
17781,17781: SLOAD,Store read after unsafe call
17796,17796: SSTORE,Store write after unsafe call
17812,17812: SLOAD,Store read after unsafe call
17841,17841: SLOAD,Store read after unsafe call
17862,17862: SSTORE,Store write after unsafe call
17912,17912: SLOAD,Store read after unsafe call
17933,17933: SSTORE,Store write after unsafe call
18059,18059: SLOAD,Store read after unsafe call
18073,18073: SSTORE,Store write after unsafe call
18084,18084: SLOAD,Store read after unsafe call
18213,18213: SLOAD,Store read after unsafe call
18234,18234: SLOAD,Store read after unsafe call
18277,18277: SLOAD,Store read after unsafe call
18416,18416: SLOAD,Store read after unsafe call
19280,19280: SLOAD,Store read after unsafe call
19308,19308: SLOAD,Store read after unsafe call
19399,19399: SLOAD,Store read after unsafe call
19413,19413: SSTORE,Store write after unsafe call
20600,20600: SLOAD,Store read after unsafe call
20614,20614: SSTORE,Store write after unsafe call
20823,20823: SLOAD,Store read after unsafe call
20844,20844: SLOAD,Store read after unsafe call
20899,20899: SLOAD,Store read after unsafe call
21061,21061: SLOAD,Store read after unsafe call
21075,21075: SSTORE,Store write after unsafe call
21258,21258: SSTORE,Store write after unsafe call
21272,21272: SLOAD,Store read after unsafe call
21293,21293: SSTORE,Store write after unsafe call
21305,21305: SLOAD,Store read after unsafe call
21324,21324: SSTORE,Store write after unsafe call
21336,21336: SLOAD,Store read after unsafe call
21365,21365: SSTORE,Store write after unsafe call
21491,21491: SSTORE,Store write after unsafe call
21503,21503: SLOAD,Store read after unsafe call
