offset,opcode,detection
1423,1423: SLOAD,Store read after unsafe call
1439,1439: SSTORE,Store write after unsafe call
1509,1509: SLOAD,Store read after unsafe call
1525,1525: SSTORE,Store write after unsafe call
1537,1537: SLOAD,Store read after unsafe call
1688,1688: SSTORE,Store write after unsafe call
1973,1973: SLOAD,Store read after unsafe call
2006,2006: SLOAD,Store read after unsafe call
2111,2111: SLOAD,Store read after unsafe call
2186,2186: SLOAD,Store read after unsafe call
2457,2457: SLOAD,Store read after unsafe call
2466,2466: SLOAD,Store read after unsafe call
2503,2503: SLOAD,Store read after unsafe call
2519,2519: SSTORE,Store write after unsafe call
2526,2526: SLOAD,Store read after unsafe call
2614,2614: SLOAD,Store read after unsafe call
2688,2688: SLOAD,Store read after unsafe call
2776,2776: SLOAD,Store read after unsafe call
2796,2796: SLOAD,Store read after unsafe call
2862,2862: SSTORE,Store write after unsafe call
3465,3465: SLOAD,Store read after unsafe call
3481,3481: SSTORE,Store write after unsafe call
3551,3551: SLOAD,Store read after unsafe call
3567,3567: SSTORE,Store write after unsafe call
3580,3580: SLOAD,Store read after unsafe call
3732,3732: SSTORE,Store write after unsafe call
3823,3823: SLOAD,Store read after unsafe call
3893,3893: SSTORE,Store write after unsafe call
3953,3953: SLOAD,Store read after unsafe call
4424,4424: SLOAD,Store read after unsafe call
4538,4538: SLOAD,Store read after unsafe call
