offset,opcode,detection
3498,3498: SLOAD,Store read after unsafe call
3624,3624: SLOAD,Store read after unsafe call
3677,3677: SSTORE,Store write after unsafe call
4344,4344: SSTORE,Store write after unsafe call
4871,4871: SLOAD,Store read after unsafe call
4924,4924: SSTORE,Store write after unsafe call
5258,5258: SLOAD,Store read after unsafe call
5497,5497: SLOAD,Store read after unsafe call
5612,5612: SLOAD,Store read after unsafe call
5743,5743: SLOAD,Store read after unsafe call
8284,8284: SLOAD,Store read after unsafe call
8543,8543: SLOAD,Store read after unsafe call
8635,8635: SSTORE,Store write after unsafe call
9179,9179: SLOAD,Store read after unsafe call
9323,9323: SLOAD,Store read after unsafe call
9368,9368: SLOAD,Store read after unsafe call
9390,9390: SLOAD,Store read after unsafe call
9497,9497: SLOAD,Store read after unsafe call
9553,9553: SLOAD,Store read after unsafe call
9579,9579: SLOAD,Store read after unsafe call
9632,9632: SSTORE,Store write after unsafe call
9651,9651: SLOAD,Store read after unsafe call
9807,9807: SLOAD,Store read after unsafe call
9855,9855: SSTORE,Store write after unsafe call
11699,11699: SLOAD,Store read after unsafe call
11903,11903: SLOAD,Store read after unsafe call
11995,11995: SSTORE,Store write after unsafe call
12076,12076: SLOAD,Store read after unsafe call
12090,12090: SSTORE,Store write after unsafe call
12316,12316: SLOAD,Store read after unsafe call
12388,12388: SLOAD,Store read after unsafe call
12467,12467: SLOAD,Store read after unsafe call
12629,12629: SLOAD,Store read after unsafe call
12721,12721: SLOAD,Store read after unsafe call
12981,12981: SLOAD,Store read after unsafe call
13144,13144: SSTORE,Store write after unsafe call
13434,13434: SLOAD,Store read after unsafe call
13527,13527: SLOAD,Store read after unsafe call
13667,13667: SLOAD,Store read after unsafe call
13743,13743: SLOAD,Store read after unsafe call
13823,13823: SLOAD,Store read after unsafe call
13985,13985: SLOAD,Store read after unsafe call
14195,14195: SLOAD,Store read after unsafe call
14358,14358: SSTORE,Store write after unsafe call
14451,14451: SLOAD,Store read after unsafe call
14605,14605: SLOAD,Store read after unsafe call
14681,14681: SLOAD,Store read after unsafe call
14761,14761: SLOAD,Store read after unsafe call
14923,14923: SLOAD,Store read after unsafe call
15133,15133: SLOAD,Store read after unsafe call
15296,15296: SSTORE,Store write after unsafe call
15459,15459: SLOAD,Store read after unsafe call
15531,15531: SLOAD,Store read after unsafe call
15610,15610: SLOAD,Store read after unsafe call
15790,15790: SLOAD,Store read after unsafe call
15864,15864: SLOAD,Store read after unsafe call
16124,16124: SLOAD,Store read after unsafe call
16287,16287: SSTORE,Store write after unsafe call
16369,16369: SLOAD,Store read after unsafe call
16383,16383: SSTORE,Store write after unsafe call
