offset,opcode,detection
10127,10127: SLOAD,Store read after unsafe call
10160,10160: SLOAD,Store read after unsafe call
10174,10174: SLOAD,Store read after unsafe call
10208,10208: SLOAD,Store read after unsafe call
10234,10234: SLOAD,Store read after unsafe call
10379,10379: SLOAD,Store read after unsafe call
10417,10417: SLOAD,Store read after unsafe call
10454,10454: SLOAD,Store read after unsafe call
10556,10556: SLOAD,Store read after unsafe call
10593,10593: SLOAD,Store read after unsafe call
10623,10623: SLOAD,Store read after unsafe call
