offset,opcode,detection
3619,3619: SLOAD,Store read after unsafe call
4558,4558: SLOAD,Store read after unsafe call
4577,4577: SSTORE,Store write after unsafe call
4660,4660: SLOAD,Store read after unsafe call
4678,4678: SLOAD,Store read after unsafe call
4691,4691: SLOAD,Store read after unsafe call
5126,5126: SLOAD,Store read after unsafe call
5213,5213: SLOAD,Store read after unsafe call
5358,5358: SLOAD,Store read after unsafe call
5500,5500: SLOAD,Store read after unsafe call
5519,5519: SSTORE,Store write after unsafe call
6222,6222: SLOAD,Store read after unsafe call
6940,6940: SLOAD,Store read after unsafe call
7104,7104: SLOAD,Store read after unsafe call
7268,7268: SLOAD,Store read after unsafe call
7437,7437: SLOAD,Store read after unsafe call
7535,7535: SLOAD,Store read after unsafe call
7554,7554: SSTORE,Store write after unsafe call
7561,7561: SLOAD,Store read after unsafe call
7766,7766: SLOAD,Store read after unsafe call
7914,7914: SLOAD,Store read after unsafe call
8378,8378: SLOAD,Store read after unsafe call
8587,8587: SLOAD,Store read after unsafe call
8796,8796: SLOAD,Store read after unsafe call
8974,8974: SLOAD,Store read after unsafe call
9230,9230: SLOAD,Store read after unsafe call
9305,9305: SLOAD,Store read after unsafe call
9907,9907: SLOAD,Store read after unsafe call
10884,10884: SLOAD,Store read after unsafe call
10971,10971: SLOAD,Store read after unsafe call
11178,11178: SLOAD,Store read after unsafe call
11389,11389: SLOAD,Store read after unsafe call
11553,11553: SLOAD,Store read after unsafe call
11653,11653: SLOAD,Store read after unsafe call
12061,12061: SLOAD,Store read after unsafe call
12079,12079: SLOAD,Store read after unsafe call
12092,12092: SLOAD,Store read after unsafe call
12911,12911: SLOAD,Store read after unsafe call
12930,12930: SSTORE,Store write after unsafe call
12934,12934: SLOAD,Store read after unsafe call
13089,13089: SLOAD,Store read after unsafe call
13247,13247: SLOAD,Store read after unsafe call
13297,13297: SLOAD,Store read after unsafe call
13338,13338: SLOAD,Store read after unsafe call
13482,13482: SLOAD,Store read after unsafe call
13717,13717: SLOAD,Store read after unsafe call
13928,13928: SLOAD,Store read after unsafe call
14140,14140: SLOAD,Store read after unsafe call
14297,14297: SLOAD,Store read after unsafe call
14352,14352: SLOAD,Store read after unsafe call
14561,14561: SLOAD,Store read after unsafe call
14739,14739: SLOAD,Store read after unsafe call
14942,14942: SLOAD,Store read after unsafe call
15933,15933: SLOAD,Store read after unsafe call
16214,16214: SLOAD,Store read after unsafe call
16412,16412: SLOAD,Store read after unsafe call
16611,16611: SLOAD,Store read after unsafe call
16852,16852: SLOAD,Store read after unsafe call
18194,18194: SLOAD,Store read after unsafe call
18799,18799: SLOAD,Store read after unsafe call
19098,19098: SLOAD,Store read after unsafe call
19309,19309: SLOAD,Store read after unsafe call
19473,19473: SLOAD,Store read after unsafe call
19573,19573: SLOAD,Store read after unsafe call
20796,20796: SLOAD,Store read after unsafe call
20810,20810: SLOAD,Store read after unsafe call
21548,21548: SLOAD,Store read after unsafe call
21758,21758: SLOAD,Store read after unsafe call
22290,22290: SLOAD,Store read after unsafe call
22304,22304: SLOAD,Store read after unsafe call
