offset,opcode,detection
710,710: SLOAD,Store read after unsafe call
860,860: SLOAD,Store read after unsafe call
1197,1197: SLOAD,Store read after unsafe call
1230,1230: SLOAD,Store read after unsafe call
1246,1246: SSTORE,Store write after unsafe call
1272,1272: SLOAD,Store read after unsafe call
1288,1288: SSTORE,Store write after unsafe call
1570,1570: SLOAD,Store read after unsafe call
1660,1660: SLOAD,Store read after unsafe call
1675,1675: SSTORE,Store write after unsafe call
1694,1694: SLOAD,Store read after unsafe call
1708,1708: SSTORE,Store write after unsafe call
1786,1786: SLOAD,Store read after unsafe call
1839,1839: SSTORE,Store write after unsafe call
1857,1857: SLOAD,Store read after unsafe call
1871,1871: SSTORE,Store write after unsafe call
2368,2368: SLOAD,Store read after unsafe call
2705,2705: SLOAD,Store read after unsafe call
2738,2738: SLOAD,Store read after unsafe call
2754,2754: SSTORE,Store write after unsafe call
2780,2780: SLOAD,Store read after unsafe call
2796,2796: SSTORE,Store write after unsafe call
2803,2803: SLOAD,Store read after unsafe call
3790,3790: SSTORE,Store write after unsafe call
