offset,opcode,detection
6160,6160: SLOAD,Store read after unsafe call
6200,6200: SLOAD,Store read after unsafe call
6364,6364: SLOAD,Store read after unsafe call
6445,6445: SLOAD,Store read after unsafe call
6485,6485: SLOAD,Store read after unsafe call
6649,6649: SLOAD,Store read after unsafe call
6785,6785: SLOAD,Store read after unsafe call
7181,7181: SLOAD,Store read after unsafe call
7745,7745: SLOAD,Store read after unsafe call
7904,7904: SLOAD,Store read after unsafe call
8141,8141: SLOAD,Store read after unsafe call
8190,8190: SLOAD,Store read after unsafe call
8354,8354: SLOAD,Store read after unsafe call
8451,8451: SLOAD,Store read after unsafe call
8495,8495: SLOAD,Store read after unsafe call
8682,8682: SLOAD,Store read after unsafe call
8914,8914: SLOAD,Store read after unsafe call
9157,9157: SLOAD,Store read after unsafe call
9235,9235: SLOAD,Store read after unsafe call
9339,9339: SLOAD,Store read after unsafe call
9533,9533: SLOAD,Store read after unsafe call
9765,9765: SLOAD,Store read after unsafe call
9934,9934: SLOAD,Store read after unsafe call
9969,9969: SLOAD,Store read after unsafe call
10552,10552: SLOAD,Store read after unsafe call
10769,10769: SLOAD,Store read after unsafe call
11122,11122: SLOAD,Store read after unsafe call
11322,11322: SLOAD,Store read after unsafe call
11522,11522: SLOAD,Store read after unsafe call
11722,11722: SLOAD,Store read after unsafe call
11772,11772: SLOAD,Store read after unsafe call
13264,13264: SLOAD,Store read after unsafe call
13548,13548: SLOAD,Store read after unsafe call
13908,13908: SLOAD,Store read after unsafe call
15676,15676: SLOAD,Store read after unsafe call
15945,15945: SLOAD,Store read after unsafe call
16056,16056: SLOAD,Store read after unsafe call
16128,16128: SLOAD,Store read after unsafe call
16583,16583: SLOAD,Store read after unsafe call
17321,17321: SLOAD,Store read after unsafe call
17399,17399: SLOAD,Store read after unsafe call
18109,18109: SLOAD,Store read after unsafe call
