offset,opcode,detection
4227,4227: SLOAD,Store read after unsafe call
7145,7145: SLOAD,Store read after unsafe call
8570,8570: SLOAD,Store read after unsafe call
12489,12489: SLOAD,Store read after unsafe call
13234,13234: SLOAD,Store read after unsafe call
13320,13320: SLOAD,Store read after unsafe call
13638,13638: SLOAD,Store read after unsafe call
14082,14082: SLOAD,Store read after unsafe call
15810,15810: SLOAD,Store read after unsafe call
15831,15831: SLOAD,Store read after unsafe call
15917,15917: SLOAD,Store read after unsafe call
16235,16235: SLOAD,Store read after unsafe call
16679,16679: SLOAD,Store read after unsafe call
17074,17074: SLOAD,Store read after unsafe call
17256,17256: SLOAD,Store read after unsafe call
17377,17377: SLOAD,Store read after unsafe call
17398,17398: SLOAD,Store read after unsafe call
17546,17546: SLOAD,Store read after unsafe call
17775,17775: SLOAD,Store read after unsafe call
18001,18001: SLOAD,Store read after unsafe call
19377,19377: SLOAD,Store read after unsafe call
19398,19398: SLOAD,Store read after unsafe call
19547,19547: SLOAD,Store read after unsafe call
20047,20047: SLOAD,Store read after unsafe call
20491,20491: SLOAD,Store read after unsafe call
22256,22256: SLOAD,Store read after unsafe call
22802,22802: SLOAD,Store read after unsafe call
