offset,opcode,detection
2782,2782: SLOAD,Store read after unsafe call
2969,2969: SLOAD,Store read after unsafe call
3191,3191: SLOAD,Store read after unsafe call
3411,3411: SLOAD,Store read after unsafe call
3596,3596: SLOAD,Store read after unsafe call
3817,3817: SLOAD,Store read after unsafe call
4494,4494: SLOAD,Store read after unsafe call
4783,4783: SLOAD,Store read after unsafe call
4977,4977: SLOAD,Store read after unsafe call
5206,5206: SLOAD,Store read after unsafe call
5435,5435: SLOAD,Store read after unsafe call
5622,5622: SLOAD,Store read after unsafe call
5844,5844: SLOAD,Store read after unsafe call
6151,6151: SLOAD,Store read after unsafe call
6513,6513: SLOAD,Store read after unsafe call
6678,6678: SLOAD,Store read after unsafe call
10201,10201: SLOAD,Store read after unsafe call
10342,10342: SLOAD,Store read after unsafe call
11110,11110: SLOAD,Store read after unsafe call
11282,11282: SLOAD,Store read after unsafe call
11527,11527: SLOAD,Store read after unsafe call
11657,11657: SLOAD,Store read after unsafe call
11876,11876: SLOAD,Store read after unsafe call
12083,12083: SLOAD,Store read after unsafe call
12253,12253: SLOAD,Store read after unsafe call
12480,12480: SLOAD,Store read after unsafe call
12934,12934: SLOAD,Store read after unsafe call
13164,13164: SLOAD,Store read after unsafe call
14731,14731: SLOAD,Store read after unsafe call
14886,14886: SLOAD,Store read after unsafe call
15027,15027: SLOAD,Store read after unsafe call
16009,16009: SLOAD,Store read after unsafe call
16242,16242: SLOAD,Store read after unsafe call
16480,16480: SLOAD,Store read after unsafe call
16713,16713: SLOAD,Store read after unsafe call
17015,17015: SLOAD,Store read after unsafe call
17428,17428: SLOAD,Store read after unsafe call
17595,17595: SLOAD,Store read after unsafe call
17762,17762: SLOAD,Store read after unsafe call
17929,17929: SLOAD,Store read after unsafe call
18096,18096: SLOAD,Store read after unsafe call
18339,18339: SLOAD,Store read after unsafe call
18502,18502: SLOAD,Store read after unsafe call
18686,18686: SLOAD,Store read after unsafe call
18849,18849: SLOAD,Store read after unsafe call
