offset,opcode,detection
3126,3126: SLOAD,Store read after unsafe call
3440,3440: SLOAD,Store read after unsafe call
4185,4185: SSTORE,Store write after unsafe call
4207,4207: SLOAD,Store read after unsafe call
4226,4226: SSTORE,Store write after unsafe call
4295,4295: SLOAD,Store read after unsafe call
4705,4705: SLOAD,Store read after unsafe call
4871,4871: SLOAD,Store read after unsafe call
4928,4928: SLOAD,Store read after unsafe call
5092,5092: SLOAD,Store read after unsafe call
5317,5317: SLOAD,Store read after unsafe call
5441,5441: SLOAD,Store read after unsafe call
5494,5494: SLOAD,Store read after unsafe call
6439,6439: SLOAD,Store read after unsafe call
6603,6603: SLOAD,Store read after unsafe call
6767,6767: SLOAD,Store read after unsafe call
6943,6943: SLOAD,Store read after unsafe call
7029,7029: SLOAD,Store read after unsafe call
7048,7048: SSTORE,Store write after unsafe call
7056,7056: SLOAD,Store read after unsafe call
7075,7075: SSTORE,Store write after unsafe call
7082,7082: SLOAD,Store read after unsafe call
7287,7287: SLOAD,Store read after unsafe call
7435,7435: SLOAD,Store read after unsafe call
8180,8180: SLOAD,Store read after unsafe call
9489,9489: SLOAD,Store read after unsafe call
10813,10813: SLOAD,Store read after unsafe call
10973,10973: SLOAD,Store read after unsafe call
11194,11194: SLOAD,Store read after unsafe call
11402,11402: SLOAD,Store read after unsafe call
11562,11562: SLOAD,Store read after unsafe call
12385,12385: SLOAD,Store read after unsafe call
14307,14307: SLOAD,Store read after unsafe call
15051,15051: SLOAD,Store read after unsafe call
15431,15431: SLOAD,Store read after unsafe call
17774,17774: SLOAD,Store read after unsafe call
17967,17967: SLOAD,Store read after unsafe call
19408,19408: SLOAD,Store read after unsafe call
