offset,opcode,detection
5050,5050: SLOAD,Store read after unsafe call
5064,5064: SSTORE,Store write after unsafe call
6620,6620: SLOAD,Store read after unsafe call
6634,6634: SSTORE,Store write after unsafe call
6978,6978: SLOAD,Store read after unsafe call
6992,6992: SSTORE,Store write after unsafe call
7162,7162: SLOAD,Store read after unsafe call
7883,7883: SLOAD,Store read after unsafe call
8204,8204: SLOAD,Store read after unsafe call
8236,8236: SLOAD,Store read after unsafe call
8424,8424: SLOAD,Store read after unsafe call
8681,8681: SSTORE,Store write after unsafe call
8916,8916: SLOAD,Store read after unsafe call
10187,10187: SLOAD,Store read after unsafe call
10201,10201: SSTORE,Store write after unsafe call
10595,10595: SLOAD,Store read after unsafe call
10609,10609: SSTORE,Store write after unsafe call
10943,10943: SLOAD,Store read after unsafe call
11259,11259: SLOAD,Store read after unsafe call
11577,11577: SLOAD,Store read after unsafe call
11862,11862: SSTORE,Store write after unsafe call
12000,12000: SLOAD,Store read after unsafe call
12802,12802: SSTORE,Store write after unsafe call
12998,12998: SLOAD,Store read after unsafe call
13012,13012: SSTORE,Store write after unsafe call
13040,13040: SLOAD,Store read after unsafe call
13113,13113: SLOAD,Store read after unsafe call
13904,13904: SLOAD,Store read after unsafe call
14118,14118: SSTORE,Store write after unsafe call
14427,14427: SLOAD,Store read after unsafe call
14441,14441: SSTORE,Store write after unsafe call
14619,14619: SLOAD,Store read after unsafe call
14938,14938: SLOAD,Store read after unsafe call
14952,14952: SSTORE,Store write after unsafe call
15350,15350: SLOAD,Store read after unsafe call
15485,15485: SLOAD,Store read after unsafe call
15499,15499: SSTORE,Store write after unsafe call
15657,15657: SLOAD,Store read after unsafe call
15671,15671: SSTORE,Store write after unsafe call
17255,17255: SLOAD,Store read after unsafe call
17627,17627: SLOAD,Store read after unsafe call
17641,17641: SSTORE,Store write after unsafe call
17779,17779: SLOAD,Store read after unsafe call
18102,18102: SLOAD,Store read after unsafe call
18509,18509: SLOAD,Store read after unsafe call
18741,18741: SLOAD,Store read after unsafe call
18988,18988: SSTORE,Store write after unsafe call
19223,19223: SLOAD,Store read after unsafe call
19518,19518: SLOAD,Store read after unsafe call
19534,19534: SLOAD,Store read after unsafe call
19578,19578: SLOAD,Store read after unsafe call
20390,20390: SLOAD,Store read after unsafe call
20539,20539: SLOAD,Store read after unsafe call
20675,20675: SLOAD,Store read after unsafe call
20879,20879: SSTORE,Store write after unsafe call
21047,21047: SSTORE,Store write after unsafe call
21156,21156: SLOAD,Store read after unsafe call
22233,22233: SLOAD,Store read after unsafe call
22247,22247: SSTORE,Store write after unsafe call
22262,22262: SLOAD,Store read after unsafe call
22372,22372: SLOAD,Store read after unsafe call
22435,22435: SLOAD,Store read after unsafe call
22472,22472: SLOAD,Store read after unsafe call
22566,22566: SSTORE,Store write after unsafe call
22576,22576: SLOAD,Store read after unsafe call
22650,22650: SLOAD,Store read after unsafe call
23027,23027: SLOAD,Store read after unsafe call
23041,23041: SSTORE,Store write after unsafe call
23128,23128: SLOAD,Store read after unsafe call
23164,23164: SLOAD,Store read after unsafe call
23235,23235: SLOAD,Store read after unsafe call
23373,23373: SLOAD,Store read after unsafe call
23483,23483: SLOAD,Store read after unsafe call
23514,23514: SLOAD,Store read after unsafe call
23799,23799: SLOAD,Store read after unsafe call
23852,23852: SSTORE,Store write after unsafe call
24703,24703: SLOAD,Store read after unsafe call
24717,24717: SSTORE,Store write after unsafe call
24735,24735: SLOAD,Store read after unsafe call
25288,25288: SLOAD,Store read after unsafe call
25434,25434: SLOAD,Store read after unsafe call
25648,25648: SSTORE,Store write after unsafe call
25756,25756: SLOAD,Store read after unsafe call
26370,26370: SLOAD,Store read after unsafe call
26384,26384: SSTORE,Store write after unsafe call
26635,26635: SLOAD,Store read after unsafe call
26649,26649: SSTORE,Store write after unsafe call
26909,26909: SLOAD,Store read after unsafe call
26923,26923: SSTORE,Store write after unsafe call
26939,26939: SLOAD,Store read after unsafe call
27048,27048: SLOAD,Store read after unsafe call
27112,27112: SLOAD,Store read after unsafe call
27120,27120: SSTORE,Store write after unsafe call
27965,27965: SLOAD,Store read after unsafe call
28340,28340: SLOAD,Store read after unsafe call
28447,28447: SLOAD,Store read after unsafe call
28855,28855: SLOAD,Store read after unsafe call
29178,29178: SSTORE,Store write after unsafe call
29372,29372: SLOAD,Store read after unsafe call
29858,29858: SLOAD,Store read after unsafe call
30285,30285: SLOAD,Store read after unsafe call
30753,30753: SLOAD,Store read after unsafe call
32115,32115: SLOAD,Store read after unsafe call
32656,32656: SLOAD,Store read after unsafe call
32713,32713: SSTORE,Store write after unsafe call
32726,32726: SSTORE,Store write after unsafe call
32748,32748: SSTORE,Store write after unsafe call
32976,32976: SSTORE,Store write after unsafe call
