offset,opcode,detection
4622,4622: SSTORE,Store write after unsafe call
5282,5282: SSTORE,Store write after unsafe call
6383,6383: SLOAD,Store read after unsafe call
6731,6731: SLOAD,Store read after unsafe call
6789,6789: SSTORE,Store write after unsafe call
6892,6892: SSTORE,Store write after unsafe call
7639,7639: SLOAD,Store read after unsafe call
8278,8278: SLOAD,Store read after unsafe call
8336,8336: SSTORE,Store write after unsafe call
8463,8463: SSTORE,Store write after unsafe call
9031,9031: SLOAD,Store read after unsafe call
9282,9282: SSTORE,Store write after unsafe call
10872,10872: SSTORE,Store write after unsafe call
11997,11997: SLOAD,Store read after unsafe call
12189,12189: SLOAD,Store read after unsafe call
12196,12196: SSTORE,Store write after unsafe call
12299,12299: SLOAD,Store read after unsafe call
12306,12306: SSTORE,Store write after unsafe call
12446,12446: SSTORE,Store write after unsafe call
12515,12515: SLOAD,Store read after unsafe call
12941,12941: SLOAD,Store read after unsafe call
13021,13021: SSTORE,Store write after unsafe call
13090,13090: SLOAD,Store read after unsafe call
13170,13170: SSTORE,Store write after unsafe call
13286,13286: SLOAD,Store read after unsafe call
13501,13501: SLOAD,Store read after unsafe call
13628,13628: SLOAD,Store read after unsafe call
13747,13747: SSTORE,Store write after unsafe call
13863,13863: SLOAD,Store read after unsafe call
13882,13882: SSTORE,Store write after unsafe call
13951,13951: SLOAD,Store read after unsafe call
14031,14031: SSTORE,Store write after unsafe call
14231,14231: SLOAD,Store read after unsafe call
14311,14311: SSTORE,Store write after unsafe call
14319,14319: SLOAD,Store read after unsafe call
14338,14338: SSTORE,Store write after unsafe call
