offset,opcode,detection
1525,1525: SLOAD,Store read after unsafe call
1640,1640: SSTORE,Store write after unsafe call
3696,3696: SLOAD,Store read after unsafe call
3734,3734: SSTORE,Store write after unsafe call
3869,3869: SLOAD,Store read after unsafe call
3898,3898: SSTORE,Store write after unsafe call
4262,4262: SLOAD,Store read after unsafe call
4334,4334: SSTORE,Store write after unsafe call
4503,4503: SLOAD,Store read after unsafe call
4790,4790: SLOAD,Store read after unsafe call
5175,5175: SLOAD,Store read after unsafe call
5214,5214: SSTORE,Store write after unsafe call
6168,6168: SSTORE,Store write after unsafe call
6420,6420: SLOAD,Store read after unsafe call
6473,6473: SSTORE,Store write after unsafe call
6748,6748: SLOAD,Store read after unsafe call
6840,6840: SLOAD,Store read after unsafe call
7036,7036: SLOAD,Store read after unsafe call
7089,7089: SSTORE,Store write after unsafe call
7335,7335: SLOAD,Store read after unsafe call
7386,7386: SSTORE,Store write after unsafe call
8236,8236: SLOAD,Store read after unsafe call
8251,8251: SSTORE,Store write after unsafe call
8459,8459: SLOAD,Store read after unsafe call
8476,8476: SLOAD,Store read after unsafe call
8652,8652: SLOAD,Store read after unsafe call
9054,9054: SSTORE,Store write after unsafe call
9096,9096: SLOAD,Store read after unsafe call
9159,9159: SLOAD,Store read after unsafe call
9212,9212: SSTORE,Store write after unsafe call
9804,9804: SLOAD,Store read after unsafe call
9857,9857: SSTORE,Store write after unsafe call
10471,10471: SLOAD,Store read after unsafe call
10500,10500: SLOAD,Store read after unsafe call
10604,10604: SLOAD,Store read after unsafe call
10699,10699: SLOAD,Store read after unsafe call
10715,10715: SSTORE,Store write after unsafe call
10724,10724: SLOAD,Store read after unsafe call
10740,10740: SSTORE,Store write after unsafe call
