offset,opcode,detection
4863,4863: SLOAD,Store read after unsafe call
5079,5079: SLOAD,Store read after unsafe call
5258,5258: SLOAD,Store read after unsafe call
5412,5412: SLOAD,Store read after unsafe call
6035,6035: SLOAD,Store read after unsafe call
6251,6251: SLOAD,Store read after unsafe call
7021,7021: SLOAD,Store read after unsafe call
8895,8895: SLOAD,Store read after unsafe call
8985,8985: SLOAD,Store read after unsafe call
9213,9213: SLOAD,Store read after unsafe call
9425,9425: SLOAD,Store read after unsafe call
9641,9641: SLOAD,Store read after unsafe call
11190,11190: SLOAD,Store read after unsafe call
11283,11283: SLOAD,Store read after unsafe call
11434,11434: SLOAD,Store read after unsafe call
11646,11646: SLOAD,Store read after unsafe call
12080,12080: SLOAD,Store read after unsafe call
12460,12460: SLOAD,Store read after unsafe call
12479,12479: SSTORE,Store write after unsafe call
12650,12650: SLOAD,Store read after unsafe call
12979,12979: SLOAD,Store read after unsafe call
13072,13072: SLOAD,Store read after unsafe call
13168,13168: SLOAD,Store read after unsafe call
13253,13253: SLOAD,Store read after unsafe call
13545,13545: SLOAD,Store read after unsafe call
13712,13712: SLOAD,Store read after unsafe call
14136,14136: SLOAD,Store read after unsafe call
14479,14479: SLOAD,Store read after unsafe call
14765,14765: SLOAD,Store read after unsafe call
15102,15102: SSTORE,Store write after unsafe call
15247,15247: SLOAD,Store read after unsafe call
15270,15270: SSTORE,Store write after unsafe call
15856,15856: SLOAD,Store read after unsafe call
15901,15901: SSTORE,Store write after unsafe call
16017,16017: SLOAD,Store read after unsafe call
16340,16340: SSTORE,Store write after unsafe call
16586,16586: SLOAD,Store read after unsafe call
16609,16609: SSTORE,Store write after unsafe call
17352,17352: SLOAD,Store read after unsafe call
17397,17397: SSTORE,Store write after unsafe call
17525,17525: SLOAD,Store read after unsafe call
17547,17547: SSTORE,Store write after unsafe call
18086,18086: SLOAD,Store read after unsafe call
18137,18137: SLOAD,Store read after unsafe call
18205,18205: SSTORE,Store write after unsafe call
18293,18293: SSTORE,Store write after unsafe call
18358,18358: SSTORE,Store write after unsafe call
18380,18380: SLOAD,Store read after unsafe call
18602,18602: SLOAD,Store read after unsafe call
18726,18726: SSTORE,Store write after unsafe call
18897,18897: SLOAD,Store read after unsafe call
18942,18942: SSTORE,Store write after unsafe call
19062,19062: SLOAD,Store read after unsafe call
19107,19107: SSTORE,Store write after unsafe call
19168,19168: SSTORE,Store write after unsafe call
19241,19241: SLOAD,Store read after unsafe call
19391,19391: SLOAD,Store read after unsafe call
19583,19583: SLOAD,Store read after unsafe call
19890,19890: SLOAD,Store read after unsafe call
20030,20030: SLOAD,Store read after unsafe call
20970,20970: SLOAD,Store read after unsafe call
21023,21023: SSTORE,Store write after unsafe call
21034,21034: SLOAD,Store read after unsafe call
21282,21282: SLOAD,Store read after unsafe call
21304,21304: SSTORE,Store write after unsafe call
21481,21481: SLOAD,Store read after unsafe call
21621,21621: SLOAD,Store read after unsafe call
22438,22438: SLOAD,Store read after unsafe call
22994,22994: SLOAD,Store read after unsafe call
23044,23044: SLOAD,Store read after unsafe call
23198,23198: SLOAD,Store read after unsafe call
23287,23287: SLOAD,Store read after unsafe call
23347,23347: SSTORE,Store write after unsafe call
23556,23556: SLOAD,Store read after unsafe call
23578,23578: SSTORE,Store write after unsafe call
23988,23988: SLOAD,Store read after unsafe call
24096,24096: SSTORE,Store write after unsafe call
