offset,opcode,detection
2875,2875: SLOAD,Store read after unsafe call
5771,5771: SLOAD,Store read after unsafe call
5824,5824: SSTORE,Store write after unsafe call
6045,6045: SLOAD,Store read after unsafe call
6066,6066: SSTORE,Store write after unsafe call
8289,8289: SLOAD,Store read after unsafe call
8318,8318: SLOAD,Store read after unsafe call
8652,8652: SLOAD,Store read after unsafe call
8675,8675: SLOAD,Store read after unsafe call
8730,8730: SLOAD,Store read after unsafe call
8801,8801: SLOAD,Store read after unsafe call
8990,8990: SSTORE,Store write after unsafe call
9140,9140: SLOAD,Store read after unsafe call
9191,9191: SLOAD,Store read after unsafe call
9218,9218: SLOAD,Store read after unsafe call
9244,9244: SLOAD,Store read after unsafe call
9266,9266: SLOAD,Store read after unsafe call
9336,9336: SLOAD,Store read after unsafe call
9358,9358: SLOAD,Store read after unsafe call
9687,9687: SLOAD,Store read after unsafe call
9731,9731: SLOAD,Store read after unsafe call
9964,9964: SLOAD,Store read after unsafe call
12524,12524: SLOAD,Store read after unsafe call
12819,12819: SLOAD,Store read after unsafe call
13589,13589: SLOAD,Store read after unsafe call
14911,14911: SSTORE,Store write after unsafe call
15860,15860: SLOAD,Store read after unsafe call
15867,15867: SSTORE,Store write after unsafe call
